year,round_number,round,region,winner_name,winner_seed,winner_points,not_winner_name,not_winner_seed,not_winner_points
2012,0,First round,region_0,Creighton,8,58,Alabama,9,57
2012,0,First round,region_0,South Florida,12,58,Temple,5,44
2012,0,First round,region_0,Ohio,13,65,Michigan,4,60
2012,0,First round,region_0,North Carolina State,11,79,San Diego State,6,65
2012,0,First round,region_0,Georgetown,3,74,Belmont,14,59
2012,0,First round,region_0,Purdue,10,72,Saint Mary's (CA),7,69
2012,0,First round,region_0,Kansas,2,65,Detroit,15,50
2012,0,First round,region_1,Kentucky,1,81,Western Kentucky,16,66
2012,0,First round,region_1,Iowa State,8,77,UConn,9,64
2012,0,First round,region_1,VCU,12,62,Wichita State,5,59
2012,0,First round,region_1,Indiana,4,79,New Mexico State,13,66
2012,0,First round,region_1,Colorado,11,68,UNLV,6,64
2012,0,First round,region_1,Baylor,3,68,South Dakota State,14,60
2012,0,First round,region_1,Xavier,10,67,Notre Dame,7,63
2012,0,First round,region_1,Lehigh,15,75,Duke,2,70
2012,0,First round,region_2,Michigan State,1,89,LIU-Brooklyn,16,67
2012,0,First round,region_2,Saint Louis,9,61,Memphis,8,54
2012,0,First round,region_2,New Mexico,5,75,Long Beach State,12,68
2012,0,First round,region_2,Louisville,4,69,Davidson,13,62
2012,0,First round,region_2,Murray State,6,58,Colorado State,11,41
2012,0,First round,region_2,Marquette,3,88,BYU,14,68
2012,0,First round,region_2,Florida,7,71,Virginia,10,45
2012,0,First round,region_2,Norfolk State,15,86,Missouri,2,84
2012,0,First round,region_3,Syracuse,1,72,North Carolina-Asheville,16,65
2012,0,First round,region_3,Kansas State,8,70,Southern Miss,9,64
2012,0,First round,region_3,Vanderbilt,5,79,Harvard,12,70
2012,0,First round,region_3,Wisconsin,4,73,Montana,13,49
2012,0,First round,region_3,Cincinnati,6,65,Texas,11,59
2012,0,First round,region_3,Florida State,3,66,St. Bonaventure,14,63
2012,0,First round,region_3,Gonzaga,7,77,West Virginia,10,54
2012,0,First round,region_3,Ohio State,2,78,Loyola (MD),15,59
2012,1,Second round,region_0,UNC,1,87,Creighton,8,73
2012,1,Second round,region_0,Ohio,13,62,South Florida,12,56
2012,1,Second round,region_0,North Carolina State,11,66,Georgetown,3,63
2012,1,Second round,region_0,Kansas,2,63,Purdue,10,60
2012,1,Second round,region_1,Kentucky,1,87,Iowa State,8,71
2012,1,Second round,region_1,Indiana,4,63,VCU,12,61
2012,1,Second round,region_1,Baylor,3,80,Colorado,11,63
2012,1,Second round,region_1,Xavier,10,70,Lehigh,15,58
2012,1,Second round,region_2,Michigan State,1,65,Saint Louis,9,61
2012,1,Second round,region_2,Louisville,4,59,New Mexico,5,56
2012,1,Second round,region_2,Marquette,3,62,Murray State,6,53
2012,1,Second round,region_2,Florida,7,84,Norfolk State,15,50
2012,1,Second round,region_3,Syracuse,1,75,Kansas State,8,59
2012,1,Second round,region_3,Wisconsin,4,60,Vanderbilt,5,57
2012,1,Second round,region_3,Cincinnati,6,62,Florida State,3,56
2012,1,Second round,region_3,Ohio State,2,73,Gonzaga,7,66
2012,2,Sweet Sixteen,region_0,UNC,1,73,Ohio,13,65
2012,2,Sweet Sixteen,region_0,Kansas,2,60,North Carolina State,11,57
2012,2,Sweet Sixteen,region_1,Kentucky,1,102,Indiana,4,90
2012,2,Sweet Sixteen,region_1,Baylor,3,75,Xavier,10,70
2012,2,Sweet Sixteen,region_2,Louisville,4,57,Michigan State,1,44
2012,2,Sweet Sixteen,region_2,Florida,7,68,Marquette,3,58
2012,2,Sweet Sixteen,region_3,Syracuse,1,64,Wisconsin,4,63
2012,2,Sweet Sixteen,region_3,Ohio State,2,81,Cincinnati,6,66
2012,3,Elite Eight,region_0,Kansas,2,80,UNC,1,67
2012,3,Elite Eight,region_1,Kentucky,1,82,Baylor,3,70
2012,3,Elite Eight,region_2,Louisville,4,72,Florida,7,68
2012,3,Elite Eight,region_3,Ohio State,2,77,Syracuse,1,70
2012,4,Final Four,region_4,Kentucky,1,69,Louisville,4,61
2012,4,Final Four,region_4,Kansas,2,64,Ohio State,2,62
2012,5,Championship,region_4,Kentucky,1,67,Kansas,2,59
2013,0,First round,region_0,Indiana,1,83,James Madison,16,62
2013,0,First round,region_0,Temple,9,76,North Carolina State,8,72
2013,0,First round,region_0,University of California,12,64,UNLV,5,61
2013,0,First round,region_0,Syracuse,4,81,Montana,13,34
2013,0,First round,region_0,Butler,6,68,Bucknell,11,56
2013,0,First round,region_0,Marquette,3,59,Davidson,14,58
2013,0,First round,region_0,Illinois,7,57,Colorado,10,49
2013,0,First round,region_0,Miami (FL),2,78,Pacific,15,49
2013,0,First round,region_1,Louisville,1,79,North Carolina A&T,16,48
2013,0,First round,region_1,Colorado State,8,84,Missouri,9,72
2013,0,First round,region_1,Oregon,12,68,Oklahoma State,5,55
2013,0,First round,region_1,Saint Louis,4,64,New Mexico State,13,44
2013,0,First round,region_1,Memphis,6,54,Saint Mary's (CA),11,52
2013,0,First round,region_1,Michigan State,3,65,Valparaiso,14,54
2013,0,First round,region_1,Creighton,7,67,Cincinnati,10,63
2013,0,First round,region_1,Duke,2,73,Albany (NY),15,61
2013,0,First round,region_2,Gonzaga,1,64,Southern,16,58
2013,0,First round,region_2,Wichita State,9,73,Pitt,8,55
2013,0,First round,region_2,Ole Miss,12,57,Wisconsin,5,46
2013,0,First round,region_2,La Salle,13,63,Kansas State,4,61
2013,0,First round,region_2,Arizona,6,81,Belmont,11,64
2013,0,First round,region_2,Harvard,14,68,New Mexico,3,62
2013,0,First round,region_2,Iowa State,10,76,Notre Dame,7,58
2013,0,First round,region_2,Ohio State,2,95,Iona,15,70
2013,0,First round,region_3,Kansas,1,64,Western Kentucky,16,57
2013,0,First round,region_3,UNC,8,78,Villanova,9,71
2013,0,First round,region_3,VCU,5,88,Akron,12,42
2013,0,First round,region_3,Michigan,4,71,South Dakota State,13,56
2013,0,First round,region_3,Minnesota,11,83,UCLA,6,63
2013,0,First round,region_3,Florida,3,79,Northwestern State,14,47
2013,0,First round,region_3,San Diego State,7,70,Oklahoma,10,55
2013,0,First round,region_3,Florida Gulf Coast,15,78,Georgetown,2,68
2013,1,Second round,region_0,Indiana,1,58,Temple,9,52
2013,1,Second round,region_0,Syracuse,4,66,University of California,12,60
2013,1,Second round,region_0,Marquette,3,74,Butler,6,72
2013,1,Second round,region_0,Miami (FL),2,63,Illinois,7,59
2013,1,Second round,region_1,Louisville,1,82,Colorado State,8,56
2013,1,Second round,region_1,Oregon,12,74,Saint Louis,4,57
2013,1,Second round,region_1,Michigan State,3,70,Memphis,6,48
2013,1,Second round,region_1,Duke,2,66,Creighton,7,50
2013,1,Second round,region_2,Wichita State,9,76,Gonzaga,1,70
2013,1,Second round,region_2,La Salle,13,76,Ole Miss,12,74
2013,1,Second round,region_2,Arizona,6,74,Harvard,14,51
2013,1,Second round,region_2,Ohio State,2,78,Iowa State,10,75
2013,1,Second round,region_3,Kansas,1,70,UNC,8,58
2013,1,Second round,region_3,Michigan,4,78,VCU,5,53
2013,1,Second round,region_3,Florida,3,78,Minnesota,11,64
2013,1,Second round,region_3,Florida Gulf Coast,15,81,San Diego State,7,71
2013,2,Sweet Sixteen,region_0,Syracuse,4,61,Indiana,1,50
2013,2,Sweet Sixteen,region_0,Marquette,3,71,Miami (FL),2,61
2013,2,Sweet Sixteen,region_1,Louisville,1,77,Oregon,12,69
2013,2,Sweet Sixteen,region_1,Duke,2,71,Michigan State,3,61
2013,2,Sweet Sixteen,region_2,Wichita State,9,72,La Salle,13,58
2013,2,Sweet Sixteen,region_2,Ohio State,2,73,Arizona,6,70
2013,2,Sweet Sixteen,region_3,Michigan,4,87,Kansas,1,85
2013,2,Sweet Sixteen,region_3,Florida,3,62,Florida Gulf Coast,15,50
2013,3,Elite Eight,region_0,Syracuse,4,55,Marquette,3,39
2013,3,Elite Eight,region_1,Louisville,1,85,Duke,2,63
2013,3,Elite Eight,region_2,Wichita State,9,70,Ohio State,2,66
2013,3,Elite Eight,region_3,Michigan,4,79,Florida,3,59
2013,4,Final Four,region_4,Louisville,1,72,Wichita State,9,68
2013,4,Final Four,region_4,Michigan,4,61,Syracuse,4,56
2013,5,Championship,region_4,Louisville,1,82,Michigan,4,76
2014,0,First round,region_0,Wichita State,1,64,Cal Poly,16,37
2014,0,First round,region_0,Kentucky,8,56,Kansas State,9,49
2014,0,First round,region_0,Saint Louis,5,83,North Carolina State,12,80
2014,0,First round,region_0,Louisville,4,71,Manhattan,13,64
2014,0,First round,region_0,Tennessee,11,86,UMass,6,67
2014,0,First round,region_0,Mercer,14,78,Duke,3,71
2014,0,First round,region_0,Texas,7,87,Arizona State,10,85
2014,0,First round,region_0,Michigan,2,57,Wofford,15,40
2014,0,First round,region_1,Florida,1,67,Albany (NY),16,55
2014,0,First round,region_1,Pitt,9,77,Colorado,8,48
2014,0,First round,region_1,Stephen F. Austin,12,77,VCU,5,75
2014,0,First round,region_1,UCLA,4,76,Tulsa,13,59
2014,0,First round,region_1,Dayton,11,60,Ohio State,6,59
2014,0,First round,region_1,Syracuse,3,77,Western Michigan,14,53
2014,0,First round,region_1,Stanford,10,58,New Mexico,7,53
2014,0,First round,region_1,Kansas,2,80,Eastern Kentucky,15,69
2014,0,First round,region_2,Virginia,1,70,Coastal Carolina,16,59
2014,0,First round,region_2,Memphis,8,71,George Washington,9,66
2014,0,First round,region_2,Harvard,12,61,Cincinnati,5,57
2014,0,First round,region_2,Michigan State,4,93,Delaware,13,78
2014,0,First round,region_2,UNC,6,79,Providence,11,77
2014,0,First round,region_2,Iowa State,3,93,North Carolina Central,14,75
2014,0,First round,region_2,UConn,7,89,St. Joseph's,10,81
2014,0,First round,region_2,Villanova,2,73,Milwaukee,15,53
2014,0,First round,region_3,Arizona,1,68,Weber State,16,59
2014,0,First round,region_3,Gonzaga,8,85,Oklahoma State,9,77
2014,0,First round,region_3,North Dakota State,12,80,Oklahoma,5,75
2014,0,First round,region_3,San Diego State,4,73,New Mexico State,13,69
2014,0,First round,region_3,Baylor,6,74,Nebraska,11,60
2014,0,First round,region_3,Creighton,3,76,Louisiana-Lafayette,14,66
2014,0,First round,region_3,Oregon,7,87,BYU,10,68
2014,0,First round,region_3,Wisconsin,2,75,American,15,35
2014,1,Second round,region_0,Kentucky,8,78,Wichita State,1,76
2014,1,Second round,region_0,Louisville,4,66,Saint Louis,5,51
2014,1,Second round,region_0,Tennessee,11,83,Mercer,14,63
2014,1,Second round,region_0,Michigan,2,79,Texas,7,65
2014,1,Second round,region_1,Florida,1,61,Pitt,9,45
2014,1,Second round,region_1,UCLA,4,77,Stephen F. Austin,12,60
2014,1,Second round,region_1,Dayton,11,55,Syracuse,3,53
2014,1,Second round,region_1,Stanford,10,60,Kansas,2,57
2014,1,Second round,region_2,Virginia,1,78,Memphis,8,60
2014,1,Second round,region_2,Michigan State,4,80,Harvard,12,73
2014,1,Second round,region_2,Iowa State,3,85,UNC,6,83
2014,1,Second round,region_2,UConn,7,77,Villanova,2,65
2014,1,Second round,region_3,Arizona,1,84,Gonzaga,8,61
2014,1,Second round,region_3,San Diego State,4,63,North Dakota State,12,44
2014,1,Second round,region_3,Baylor,6,85,Creighton,3,55
2014,1,Second round,region_3,Wisconsin,2,85,Oregon,7,77
2014,2,Sweet Sixteen,region_0,Kentucky,8,74,Louisville,4,69
2014,2,Sweet Sixteen,region_0,Michigan,2,73,Tennessee,11,71
2014,2,Sweet Sixteen,region_1,Florida,1,79,UCLA,4,68
2014,2,Sweet Sixteen,region_1,Dayton,11,82,Stanford,10,72
2014,2,Sweet Sixteen,region_2,Michigan State,4,61,Virginia,1,59
2014,2,Sweet Sixteen,region_2,UConn,7,81,Iowa State,3,76
2014,2,Sweet Sixteen,region_3,Arizona,1,70,San Diego State,4,64
2014,2,Sweet Sixteen,region_3,Wisconsin,2,69,Baylor,6,52
2014,3,Elite Eight,region_0,Kentucky,8,75,Michigan,2,72
2014,3,Elite Eight,region_1,Florida,1,62,Dayton,11,52
2014,3,Elite Eight,region_2,UConn,7,60,Michigan State,4,54
2014,3,Elite Eight,region_3,Wisconsin,2,64,Arizona,1,63
2014,4,Final Four,region_4,UConn,7,63,Florida,1,53
2014,4,Final Four,region_4,Kentucky,8,74,Wisconsin,2,73
2014,5,Championship,region_4,UConn,7,60,Kentucky,8,54
2015,0,First round,region_0,Villanova,1,93,Lafayette,16,52
2015,0,First round,region_0,North Carolina State,8,66,LSU,9,65
2015,0,First round,region_0,Northern Iowa,5,71,Wyoming,12,54
2015,0,First round,region_0,Louisville,4,57,UC-Irvine,13,55
2015,0,First round,region_0,Dayton,11,66,Providence,6,53
2015,0,First round,region_0,Oklahoma,3,69,Albany (NY),14,60
2015,0,First round,region_0,Michigan State,7,70,Georgia,10,63
2015,0,First round,region_0,Virginia,2,79,Belmont,15,67
2015,0,First round,region_1,Kentucky,1,79,Hampton,16,56
2015,0,First round,region_1,Cincinnati,8,66,Purdue,9,65
2015,0,First round,region_1,West Virginia,5,68,Buffalo,12,62
2015,0,First round,region_1,Maryland,4,65,Valparaiso,13,62
2015,0,First round,region_1,Butler,6,56,Texas,11,48
2015,0,First round,region_1,Notre Dame,3,69,Northeastern,14,65
2015,0,First round,region_1,Wichita State,7,81,Indiana,10,76
2015,0,First round,region_1,Kansas,2,75,New Mexico State,15,56
2015,0,First round,region_2,Duke,1,85,Robert Morris,16,56
2015,0,First round,region_2,San Diego State,8,76,St. John's (NY),9,64
2015,0,First round,region_2,Utah,5,57,Stephen F. Austin,12,50
2015,0,First round,region_2,Georgetown,4,84,Eastern Washington,13,74
2015,0,First round,region_2,UCLA,11,60,SMU,6,59
2015,0,First round,region_2,Alabama-Birmingham,14,60,Iowa State,3,59
2015,0,First round,region_2,Iowa,7,83,Davidson,10,52
2015,0,First round,region_2,Gonzaga,2,86,North Dakota State,15,76
2015,0,First round,region_3,Wisconsin,1,86,Coastal Carolina,16,72
2015,0,First round,region_3,Oregon,8,79,Oklahoma State,9,73
2015,0,First round,region_3,Arkansas,5,56,Wofford,12,53
2015,0,First round,region_3,UNC,4,67,Harvard,13,65
2015,0,First round,region_3,Xavier,6,76,Ole Miss,11,57
2015,0,First round,region_3,Georgia State,14,57,Baylor,3,56
2015,0,First round,region_3,Ohio State,10,75,VCU,7,72
2015,0,First round,region_3,Arizona,2,93,Texas Southern,15,72
2015,1,Second round,region_0,North Carolina State,8,71,Villanova,1,68
2015,1,Second round,region_0,Louisville,4,66,Northern Iowa,5,53
2015,1,Second round,region_0,Oklahoma,3,72,Dayton,11,66
2015,1,Second round,region_0,Michigan State,7,60,Virginia,2,54
2015,1,Second round,region_1,Kentucky,1,64,Cincinnati,8,51
2015,1,Second round,region_1,West Virginia,5,69,Maryland,4,59
2015,1,Second round,region_1,Notre Dame,3,67,Butler,6,64
2015,1,Second round,region_1,Wichita State,7,78,Kansas,2,65
2015,1,Second round,region_2,Duke,1,68,San Diego State,8,49
2015,1,Second round,region_2,Utah,5,75,Georgetown,4,64
2015,1,Second round,region_2,UCLA,11,92,Alabama-Birmingham,14,75
2015,1,Second round,region_2,Gonzaga,2,87,Iowa,7,68
2015,1,Second round,region_3,Wisconsin,1,72,Oregon,8,65
2015,1,Second round,region_3,UNC,4,87,Arkansas,5,78
2015,1,Second round,region_3,Xavier,6,75,Georgia State,14,67
2015,1,Second round,region_3,Arizona,2,73,Ohio State,10,58
2015,2,Sweet Sixteen,region_0,Louisville,4,75,North Carolina State,8,65
2015,2,Sweet Sixteen,region_0,Michigan State,7,62,Oklahoma,3,58
2015,2,Sweet Sixteen,region_1,Kentucky,1,78,West Virginia,5,39
2015,2,Sweet Sixteen,region_1,Notre Dame,3,81,Wichita State,7,70
2015,2,Sweet Sixteen,region_2,Duke,1,63,Utah,5,57
2015,2,Sweet Sixteen,region_2,Gonzaga,2,74,UCLA,11,62
2015,2,Sweet Sixteen,region_3,Wisconsin,1,79,UNC,4,72
2015,2,Sweet Sixteen,region_3,Arizona,2,68,Xavier,6,60
2015,3,Elite Eight,region_0,Michigan State,7,76,Louisville,4,70
2015,3,Elite Eight,region_1,Kentucky,1,68,Notre Dame,3,66
2015,3,Elite Eight,region_2,Duke,1,66,Gonzaga,2,52
2015,3,Elite Eight,region_3,Wisconsin,1,85,Arizona,2,78
2015,4,Final Four,region_4,Duke,1,81,Michigan State,7,61
2015,4,Final Four,region_4,Wisconsin,1,71,Kentucky,1,64
2015,5,Championship,region_4,Duke,1,68,Wisconsin,1,63
2016,0,First round,region_0,UNC,1,83,Florida Gulf Coast,16,67
2016,0,First round,region_0,Providence,9,70,USC,8,69
2016,0,First round,region_0,Indiana,5,99,Chattanooga,12,74
2016,0,First round,region_0,Kentucky,4,85,Stony Brook,13,57
2016,0,First round,region_0,Notre Dame,6,70,Michigan,11,63
2016,0,First round,region_0,Stephen F. Austin,14,70,West Virginia,3,56
2016,0,First round,region_0,Wisconsin,7,47,Pitt,10,43
2016,0,First round,region_0,Xavier,2,71,Weber State,15,53
2016,0,First round,region_1,Kansas,1,105,Austin Peay,16,79
2016,0,First round,region_1,UConn,9,74,Colorado,8,67
2016,0,First round,region_1,Maryland,5,79,South Dakota State,12,74
2016,0,First round,region_1,Hawaii,13,77,University of California,4,66
2016,0,First round,region_1,Wichita State,11,65,Arizona,6,55
2016,0,First round,region_1,Miami (FL),3,79,Buffalo,14,72
2016,0,First round,region_1,Iowa,7,72,Temple,10,70
2016,0,First round,region_1,Villanova,2,86,North Carolina-Asheville,15,56
2016,0,First round,region_2,Oregon,1,91,Holy Cross,16,52
2016,0,First round,region_2,St. Joseph's,8,78,Cincinnati,9,76
2016,0,First round,region_2,Yale,12,79,Baylor,5,75
2016,0,First round,region_2,Duke,4,93,North Carolina-Wilmington,13,85
2016,0,First round,region_2,Northern Iowa,11,75,Texas,6,72
2016,0,First round,region_2,Texas A&M,3,92,Green Bay,14,65
2016,0,First round,region_2,VCU,10,75,Oregon State,7,67
2016,0,First round,region_2,Oklahoma,2,82,Cal State Bakersfield,15,68
2016,0,First round,region_3,Virginia,1,81,Hampton,16,45
2016,0,First round,region_3,Butler,9,71,Texas Tech,8,61
2016,0,First round,region_3,Arkansas-Little Rock,12,85,Purdue,5,83
2016,0,First round,region_3,Iowa State,4,94,Iona,13,81
2016,0,First round,region_3,Gonzaga,11,68,Seton Hall,6,52
2016,0,First round,region_3,Utah,3,80,Fresno State,14,69
2016,0,First round,region_3,Syracuse,10,70,Dayton,7,51
2016,0,First round,region_3,Middle Tennessee,15,90,Michigan State,2,81
2016,1,Second round,region_0,UNC,1,85,Providence,9,66
2016,1,Second round,region_0,Indiana,5,73,Kentucky,4,67
2016,1,Second round,region_0,Notre Dame,6,76,Stephen F. Austin,14,75
2016,1,Second round,region_0,Wisconsin,7,66,Xavier,2,63
2016,1,Second round,region_1,Kansas,1,73,UConn,9,61
2016,1,Second round,region_1,Maryland,5,73,Hawaii,13,60
2016,1,Second round,region_1,Miami (FL),3,65,Wichita State,11,57
2016,1,Second round,region_1,Villanova,2,87,Iowa,7,68
2016,1,Second round,region_2,Oregon,1,69,St. Joseph's,8,64
2016,1,Second round,region_2,Duke,4,71,Yale,12,64
2016,1,Second round,region_2,Texas A&M,3,92,Northern Iowa,11,88
2016,1,Second round,region_2,Oklahoma,2,85,VCU,10,81
2016,1,Second round,region_3,Virginia,1,77,Butler,9,69
2016,1,Second round,region_3,Iowa State,4,78,Arkansas-Little Rock,12,61
2016,1,Second round,region_3,Gonzaga,11,82,Utah,3,59
2016,1,Second round,region_3,Syracuse,10,75,Middle Tennessee,15,50
2016,2,Sweet Sixteen,region_0,UNC,1,101,Indiana,5,86
2016,2,Sweet Sixteen,region_0,Notre Dame,6,61,Wisconsin,7,56
2016,2,Sweet Sixteen,region_1,Kansas,1,79,Maryland,5,63
2016,2,Sweet Sixteen,region_1,Villanova,2,92,Miami (FL),3,69
2016,2,Sweet Sixteen,region_2,Oregon,1,82,Duke,4,68
2016,2,Sweet Sixteen,region_2,Oklahoma,2,77,Texas A&M,3,63
2016,2,Sweet Sixteen,region_3,Virginia,1,84,Iowa State,4,71
2016,2,Sweet Sixteen,region_3,Syracuse,10,63,Gonzaga,11,60
2016,3,Elite Eight,region_0,UNC,1,88,Notre Dame,6,74
2016,3,Elite Eight,region_1,Villanova,2,64,Kansas,1,59
2016,3,Elite Eight,region_2,Oklahoma,2,80,Oregon,1,68
2016,3,Elite Eight,region_3,Syracuse,10,68,Virginia,1,62
2016,4,Final Four,region_4,Villanova,2,95,Oklahoma,2,51
2016,4,Final Four,region_4,UNC,1,83,Syracuse,10,66
2016,5,Championship,region_4,Villanova,2,77,UNC,1,74
2017,0,First round,region_0,Villanova,1,76,Mount St. Mary's,16,56
2017,0,First round,region_0,Wisconsin,8,84,Virginia Tech,9,74
2017,0,First round,region_0,Virginia,5,76,North Carolina-Wilmington,12,71
2017,0,First round,region_0,Florida,4,80,ETSU,13,65
2017,0,First round,region_0,USC,11,66,SMU,6,65
2017,0,First round,region_0,Baylor,3,91,New Mexico State,14,73
2017,0,First round,region_0,South Carolina,7,93,Marquette,10,73
2017,0,First round,region_0,Duke,2,87,Troy,15,65
2017,0,First round,region_1,Kansas,1,100,UC-Davis,16,62
2017,0,First round,region_1,Michigan State,9,78,Miami (FL),8,58
2017,0,First round,region_1,Iowa State,5,84,Nevada,12,73
2017,0,First round,region_1,Purdue,4,80,Vermont,13,70
2017,0,First round,region_1,Rhode Island,11,84,Creighton,6,72
2017,0,First round,region_1,Oregon,3,93,Iona,14,77
2017,0,First round,region_1,Michigan,7,92,Oklahoma State,10,91
2017,0,First round,region_1,Louisville,2,78,Jacksonville State,15,63
2017,0,First round,region_2,UNC,1,103,Texas Southern,16,64
2017,0,First round,region_2,Arkansas,8,77,Seton Hall,9,71
2017,0,First round,region_2,Middle Tennessee,12,81,Minnesota,5,72
2017,0,First round,region_2,Butler,4,76,Winthrop,13,64
2017,0,First round,region_2,Cincinnati,6,75,Kansas State,11,61
2017,0,First round,region_2,UCLA,3,97,Kent State,14,80
2017,0,First round,region_2,Wichita State,10,64,Dayton,7,58
2017,0,First round,region_2,Kentucky,2,79,Northern Kentucky,15,70
2017,0,First round,region_3,Gonzaga,1,66,South Dakota State,16,46
2017,0,First round,region_3,Northwestern,8,68,Vanderbilt,9,66
2017,0,First round,region_3,Notre Dame,5,60,Princeton,12,58
2017,0,First round,region_3,West Virginia,4,86,Bucknell,13,80
2017,0,First round,region_3,Xavier,11,76,Maryland,6,65
2017,0,First round,region_3,Florida State,3,86,Florida Gulf Coast,14,80
2017,0,First round,region_3,Saint Mary's (CA),7,85,VCU,10,77
2017,0,First round,region_3,Arizona,2,100,North Dakota,15,82
2017,1,Second round,region_0,Wisconsin,8,65,Villanova,1,62
2017,1,Second round,region_0,Florida,4,65,Virginia,5,39
2017,1,Second round,region_0,Baylor,3,82,USC,11,78
2017,1,Second round,region_0,South Carolina,7,88,Duke,2,81
2017,1,Second round,region_1,Kansas,1,90,Michigan State,9,70
2017,1,Second round,region_1,Purdue,4,80,Iowa State,5,76
2017,1,Second round,region_1,Oregon,3,75,Rhode Island,11,72
2017,1,Second round,region_1,Michigan,7,73,Louisville,2,69
2017,1,Second round,region_2,UNC,1,72,Arkansas,8,65
2017,1,Second round,region_2,Butler,4,74,Middle Tennessee,12,65
2017,1,Second round,region_2,UCLA,3,79,Cincinnati,6,67
2017,1,Second round,region_2,Kentucky,2,65,Wichita State,10,62
2017,1,Second round,region_3,Gonzaga,1,79,Northwestern,8,73
2017,1,Second round,region_3,West Virginia,4,83,Notre Dame,5,71
2017,1,Second round,region_3,Xavier,11,91,Florida State,3,66
2017,1,Second round,region_3,Arizona,2,69,Saint Mary's (CA),7,60
2017,2,Sweet Sixteen,region_0,Florida,4,84,Wisconsin,8,83
2017,2,Sweet Sixteen,region_0,South Carolina,7,70,Baylor,3,50
2017,2,Sweet Sixteen,region_1,Kansas,1,98,Purdue,4,66
2017,2,Sweet Sixteen,region_1,Oregon,3,69,Michigan,7,68
2017,2,Sweet Sixteen,region_2,UNC,1,92,Butler,4,80
2017,2,Sweet Sixteen,region_2,Kentucky,2,86,UCLA,3,75
2017,2,Sweet Sixteen,region_3,Gonzaga,1,61,West Virginia,4,58
2017,2,Sweet Sixteen,region_3,Xavier,11,73,Arizona,2,71
2017,3,Elite Eight,region_0,South Carolina,7,77,Florida,4,70
2017,3,Elite Eight,region_1,Oregon,3,74,Kansas,1,60
2017,3,Elite Eight,region_2,UNC,1,75,Kentucky,2,73
2017,3,Elite Eight,region_3,Gonzaga,1,83,Xavier,11,59
2017,4,Final Four,region_4,UNC,1,77,Oregon,3,76
2017,4,Final Four,region_4,Gonzaga,1,77,South Carolina,7,73
2017,5,Championship,region_4,UNC,1,71,Gonzaga,1,65
2018,0,First round,region_0,Villanova,1,87,Radford,16,61
2018,0,First round,region_0,Alabama,9,86,Virginia Tech,8,83
2018,0,First round,region_0,West Virginia,5,85,Murray State,12,68
2018,0,First round,region_0,Wichita State,4,75,Marshall,13,71
2018,0,First round,region_0,Florida,6,77,St.Bonaventure,11,62
2018,0,First round,region_0,Texas Tech,3,70,Stephen F. Austin,14,60
2018,0,First round,region_0,Butler,10,79,Arkansas,7,62
2018,0,First round,region_0,Purdue,2,74,Cal State Fullerton,15,48
2018,0,First round,region_1,Kansas,1,76,Penn,16,60
2018,0,First round,region_1,Seton Hall,8,94,North Carolina State,9,83
2018,0,First round,region_1,Clemson,5,79,New Mexico State,12,68
2018,0,First round,region_1,Auburn,4,62,College of Charleston,13,58
2018,0,First round,region_1,Syracuse,11,57,Texas Christian,6,52
2018,0,First round,region_1,Michigan State,3,83,Bucknell,14,78
2018,0,First round,region_1,Rhode Island,7,83,Oklahoma,10,78
2018,0,First round,region_1,Duke,2,89,Iona,15,67
2018,0,First round,region_2,Xavier,1,102,Texas Southern,16,83
2018,0,First round,region_2,Florida State,9,67,Missouri,8,54
2018,0,First round,region_2,Ohio State,5,81,South Dakota State,12,73
2018,0,First round,region_2,Gonzaga,4,68,North Carolina-Greensboro,13,64
2018,0,First round,region_2,Houston,6,67,San Diego State,11,65
2018,0,First round,region_2,Michigan,3,61,Montana,14,47
2018,0,First round,region_2,Texas A&M,7,73,Providence,10,69
2018,0,First round,region_2,UNC,2,84,Lipscomb,15,66
2018,0,First round,region_3,UMBC,16,74,Virginia,1,54
2018,0,First round,region_3,Kansas State,9,69,Creighton,8,59
2018,0,First round,region_3,Kentucky,5,78,Davidson,12,73
2018,0,First round,region_3,Buffalo,13,89,Arizona,4,68
2018,0,First round,region_3,Loyola (IL),11,64,Miami (FL),6,62
2018,0,First round,region_3,Tennessee,3,73,Wright State,14,47
2018,0,First round,region_3,Nevada,7,87,Texas,10,83
2018,0,First round,region_3,Cincinnati,2,68,Georgia State,15,53
2018,1,Second round,region_0,Villanova,1,81,Alabama,9,58
2018,1,Second round,region_0,West Virginia,5,94,Marshall,13,71
2018,1,Second round,region_0,Texas Tech,3,69,Florida,6,66
2018,1,Second round,region_0,Purdue,2,76,Butler,10,73
2018,1,Second round,region_1,Kansas,1,83,Seton Hall,8,79
2018,1,Second round,region_1,Clemson,5,84,Auburn,4,53
2018,1,Second round,region_1,Syracuse,11,55,Michigan State,3,53
2018,1,Second round,region_1,Duke,2,87,Rhode Island,7,62
2018,1,Second round,region_2,Florida State,9,75,Xavier,1,70
2018,1,Second round,region_2,Gonzaga,4,90,Ohio State,5,84
2018,1,Second round,region_2,Michigan,3,64,Houston,6,63
2018,1,Second round,region_2,Texas A&M,7,86,UNC,2,65
2018,1,Second round,region_3,Kansas State,9,50,UMBC,16,43
2018,1,Second round,region_3,Kentucky,5,95,Buffalo,13,75
2018,1,Second round,region_3,Loyola (IL),11,63,Tennessee,3,62
