name,team,year,season,rank,age,games,starts,reg_minutes,fg,fga,fg_percent,three_made,three_attempts,three_pct,two_made,two_attemtps,two_pct,ft,fta,ft_percent,orb,drb,trb,ast,stl,blk,tov,pf,pts,off_rating,def_rating,efficiency_rating,adj_fg_pct,three_rate,ft_rate,orb_percent,drb_percent,trb_percent,ast_percent,stl_percent,blk_percent,tov_percent,usage,win_share,win_share_per_48,war
Bill Laimbeer,Detroit Pistons,1990,Regular,2,32,81,81,2675,7.2,14.9,0.484,1.1,3,0.361,6.1,11.9,0.515,3.1,3.7,0.854,3.2,11.7,14.8,3.3,1.1,1.6,1.9,5.3,18.7,119,100,15.8,0.564,0.201,0.245,7.1,26,16.6,9.1,1.1,2,10.1,15.6,10.1,0.182,10.530000000000001
Joe Dumars,Detroit Pistons,1990,Regular,3,26,75,71,2578,10,20.9,0.48,0.4,1.1,0.4,9.6,19.8,0.485,5.9,6.5,0.9,1.2,3,4.2,7.3,1.2,0,2.9,2.5,26.3,116,107,17.2,0.555,0.052,0.312,2.7,6.7,4.7,22.2,1.2,0,10.8,22.5,8.7,0.162,6.21
Dennis Rodman,Detroit Pistons,1990,Regular,4,28,82,43,2377,6.2,10.6,0.581,0,0.2,0.111,6.1,10.4,0.589,3,4.6,0.654,7.2,9.8,16.9,1.5,1.1,1.3,1.9,5.9,15.4,125,101,15.4,0.608,0.018,0.438,16.2,21.7,19,4.2,1.1,1.6,13.2,12.3,9.3,0.189,8.64
James Edwards,Detroit Pistons,1990,Regular,5,34,82,70,2283,10.3,20.7,0.498,0,0.1,0,10.3,20.6,0.499,5.9,7.9,0.749,2.5,5.2,7.7,1.4,0.5,0.8,3,6.6,26.5,109,106,13.3,0.549,0.003,0.381,5.6,11.6,8.6,4.3,0.5,1,10.9,22.9,5.6,0.117,-0.54
Mark Aguirre,Detroit Pistons,1990,Regular,6,30,78,40,2005,11.1,22.8,0.488,0.8,2.4,0.333,10.3,20.4,0.506,4.9,6.4,0.756,3,4.8,7.7,3.7,0.9,0.5,3.1,5.1,27.9,111,106,15.8,0.544,0.104,0.283,6.7,10.6,8.7,11.6,0.9,0.6,10.7,24.3,5.7,0.136,3.5100000000000002
Vinnie Johnson,Detroit Pistons,1990,Regular,7,33,82,12,1972,8.6,20,0.431,0.1,0.9,0.147,8.5,19.1,0.444,3.4,5.1,0.668,2.8,3.8,6.6,6.6,1.8,0.3,3.2,3.7,20.7,101,105,12.9,0.467,0.044,0.253,6.3,8.5,7.4,19.2,1.8,0.4,12.5,21.5,3.2,0.079,2.43
John Salley,Detroit Pistons,1990,Regular,8,25,82,12,1914,5.6,10.8,0.512,0,0.1,0.25,5.5,10.7,0.515,4.6,6.5,0.713,4.1,7.6,11.7,1.8,1.4,4.1,2.6,7.5,15.8,113,100,13.5,0.575,0.01,0.598,9.2,16.9,13,4.8,1.4,5.1,15.8,13.8,6.1,0.152,6.48
Gerald Henderson,Detroit Pistons,1990,Regular,9,34,46,0,335,6.4,12.6,0.506,2.1,4.7,0.452,4.3,7.9,0.538,1.5,2,0.769,1.2,3.5,4.7,9.3,1.2,0.3,2.4,5.5,16.4,125,107,13.6,0.609,0.373,0.157,2.7,7.8,5.3,25.4,1.2,0.4,15.3,13.5,1.1,0.164,0.27
William Bedford,Detroit Pistons,1990,Regular,10,26,42,0,246,11.2,25.8,0.432,0.2,1.2,0.167,11,24.6,0.445,1.9,4.5,0.409,3.1,8.9,12,0.8,0.6,3.5,4.3,8.1,24.4,85,101,9.5,0.438,0.048,0.176,7,19.8,13.4,2.6,0.6,4.4,13.5,27.2,-0.1,-0.016,-1.08
Dave Greenwood,Detroit Pistons,1990,Regular,11,32,37,0,205,5.5,12.9,0.423,0,0,NA,5.5,12.9,0.423,4,7.2,0.552,6,13.4,19.4,3,1,2.2,4,9.9,14.9,95,98,10.9,0.463,0,0.558,13.4,29.8,21.6,8,1,2.8,19.8,17,0.4,0.085,0
Scott Hastings,Detroit Pistons,1990,Regular,12,29,40,0,166,3.1,10.1,0.303,0.9,3.7,0.25,2.1,6.4,0.333,5.8,6.7,0.864,2.1,7.7,9.8,2.5,0.9,0.9,2.1,9.5,12.9,106,103,7,0.492,0.364,0.667,4.8,17.1,11,6.2,0.9,1.1,14.1,12.9,0.3,0.101,0
Stan Kimbrough,Detroit Pistons,1990,Regular,13,23,10,0,50,7.1,16.3,0.438,0,0,NA,7.1,16.3,0.438,2,2,1,4.1,3.1,7.1,5.1,4.1,0,4.1,4.1,16.3,97,101,12.1,0.474,0,0.125,9.1,6.8,8,14.3,4.1,0,19.2,18,0.1,0.074,0
Ralph Lewis,Detroit Pistons,1990,Regular,14,26,4,0,6,0,8.5,0,0,0,NA,0,8.5,0,0,0,NA,0,0,0,0,0,0,8.5,8.5,0,0,112,-17,0,0,0,0,0,0,0,0,0,50,14.3,0,-0.366,0
Stephen Curry,Golden State Warriors,2015,Regular,1,26,80,80,2613,12.2,25.1,0.487,5.3,12.1,0.443,6.9,13,0.528,5.8,6.3,0.914,1,5.3,6.4,11.6,3,0.3,4.7,3,35.5,122,101,28,0.638,0.482,0.251,2.4,11.4,7,38.6,3,0.5,14.3,28.9,15.7,0.288,21.330000000000002
Draymond Green,Golden State Warriors,2015,Regular,2,24,79,79,2490,6.7,15,0.443,2.2,6.5,0.337,4.5,8.6,0.523,2.6,3.9,0.66,2.2,10.5,12.7,5.7,2.4,1.9,2.6,5,18.1,110,97,16.4,0.54,0.43,0.261,5.1,22.4,14,16.1,2.4,2.9,13.5,17.2,8.5,0.163,11.880000000000003
Klay Thompson,Golden State Warriors,2015,Regular,3,24,77,77,2455,12,25.8,0.463,4.8,10.8,0.439,7.2,15,0.481,4.5,5.1,0.879,0.5,4.4,4.9,4.4,1.7,1.2,3,2.4,33.2,112,104,20.8,0.591,0.42,0.197,1.2,9.4,5.4,14.6,1.7,1.8,9.5,27.6,8.8,0.172,7.83
Harrison Barnes,Golden State Warriors,2015,Regular,4,22,82,82,2318,6.7,13.8,0.482,1.8,4.5,0.405,4.8,9.3,0.519,2.3,3.2,0.72,2.5,7.1,9.5,2.4,1.3,0.4,1.5,3.1,17.4,116,104,13.4,0.573,0.328,0.229,5.6,15.1,10.5,6.9,1.3,0.6,9,14.9,6.7,0.139,4.86
Andre Iguodala,Golden State Warriors,2015,Regular,5,31,77,0,2069,5.5,11.7,0.466,1.7,5,0.349,3.7,6.7,0.553,1.6,2.7,0.596,1,5,6.1,5.4,2.1,0.6,2.1,2.4,14.3,110,103,12.3,0.553,0.427,0.23,2.4,10.8,6.7,14.6,2.1,0.9,13.9,13.3,5.1,0.117,5.13
Andrew Bogut,Golden State Warriors,2015,Regular,6,30,67,65,1583,6.2,11,0.563,0,0,NA,6.2,11,0.563,0.7,1.3,0.524,4.4,12.4,16.8,5.6,1.2,3.5,3.3,5.8,13,110,97,15.8,0.565,0,0.118,9.9,26.5,18.5,15.4,1.2,5.3,22.1,13.2,5.2,0.159,6.48
Shaun Livingston,Golden State Warriors,2015,Regular,7,29,78,2,1468,6.6,13.2,0.5,0,0.1,0,6.6,13.1,0.503,2.2,3,0.714,1.4,4.7,6.1,8.6,1.6,0.7,3.4,3.7,15.3,107,104,12.9,0.529,0.005,0.23,3.3,10,6.7,24.2,1.6,1,19,15.9,3.3,0.107,0.27
Marreese Speights,Golden State Warriors,2015,Regular,8,27,76,9,1207,12.9,26.1,0.492,0.2,0.7,0.278,12.7,25.4,0.498,6.1,7.2,0.843,4.4,8.7,13.2,2.9,0.8,1.4,3.3,7.6,32,108,102,19.5,0.546,0.028,0.276,10.1,18.7,14.5,9.9,0.8,2.1,10.2,29.1,4,0.158,-0.54
Leandro Barbosa,Golden State Warriors,2015,Regular,9,32,66,1,982,9.1,19.2,0.474,2.1,5.6,0.384,7,13.6,0.511,2.9,3.7,0.784,1.1,3.4,4.5,4.9,2,0.4,2.2,4.3,23.2,111,104,15.3,0.558,0.29,0.192,2.6,7.2,5,14.9,2,0.6,9.5,20.5,2.8,0.137,0.81
David Lee,Golden State Warriors,2015,Regular,10,31,49,4,904,8.6,16.9,0.511,0,0.1,0,8.6,16.8,0.514,3.7,5.6,0.654,4.4,9.5,13.9,4.6,1.7,1.4,2.6,4.5,21,112,100,17.8,0.541,0.006,0.332,10,20.3,15.3,13.7,1.7,2.1,12,19.6,3.2,0.168,2.16
Justin Holiday,Golden State Warriors,2015,Regular,11,25,59,4,657,6.8,17.5,0.387,2.6,8.1,0.321,4.2,9.4,0.444,2.8,3.3,0.822,0.9,4.5,5.4,3.6,3,0.9,2.2,4,18.9,100,101,12.1,0.498,0.464,0.191,2,9.7,6,10.1,3,1.4,10.2,18.8,1.3,0.092,0.54
Festus Ezeli,Golden State Warriors,2015,Regular,12,25,46,7,504,7.4,13.5,0.547,0,0,NA,7.4,13.5,0.547,4.7,7.6,0.628,5.8,9.2,15,0.9,0.7,4.1,3.1,7.5,19.5,111,99,16.2,0.58,0,0.561,13.3,19.7,16.6,2.5,0.7,6.2,15.6,17.7,1.7,0.159,0
Brandon Rush,Golden State Warriors,2015,Regular,13,29,33,0,271,2,9.7,0.204,0.5,4.9,0.111,1.4,4.9,0.296,0.9,2,0.455,0.7,6.7,7.4,2.2,0.9,2.2,2,4.9,5.4,59,103,0.8,0.255,0.5,0.204,1.6,14.3,8.2,5.4,0.9,3.3,15.8,11.2,-0.3,-0.056,-0.81
James Michael McAdoo,Golden State Warriors,2015,Regular,14,22,15,0,137,8.6,15.7,0.545,0,0,NA,8.6,15.7,0.545,5,8.9,0.56,5.3,7.8,13.2,0.7,1.8,3.2,2.1,7.5,22.1,113,99,17.7,0.564,0,0.568,12.2,16.8,14.6,2.1,1.8,4.9,9.8,19.4,0.5,0.177,0
Ognjen Kuzmic,Golden State Warriors,2015,Regular,15,24,16,0,72,5.4,8.1,0.667,0,0,NA,5.4,8.1,0.667,2.7,2.7,1,4.7,6.8,11.5,4.1,1.4,0.7,3.4,8.8,13.6,125,103,12.9,0.727,0,0.333,10.8,14.5,12.7,11.1,1.4,1,26.7,11.3,0.3,0.171,0.27
Klay Thompson,Golden State Warriors,2017,Regular,1,26,78,78,2649,11.7,25,0.468,4.9,11.8,0.414,6.8,13.2,0.516,3.4,4,0.853,0.9,4.3,5.2,2.9,1.2,0.7,2.3,2.5,31.6,111,108,17.4,0.592,0.47,0.158,2.2,9.2,5.9,9.3,1.2,1.2,8,26.1,7.1,0.129,4.050000000000001
Stephen Curry,Golden State Warriors,2017,Regular,2,28,79,79,2638,12.3,26.3,0.468,5.9,14.4,0.411,6.4,11.9,0.537,5.9,6.6,0.898,1.1,5.3,6.4,9.6,2.6,0.3,4.4,3.3,36.5,119,105,24.6,0.624,0.547,0.251,2.7,11.4,7.3,31.2,2.6,0.5,13,30.1,12.6,0.229,16.740000000000002
Draymond Green,Golden State Warriors,2017,Regular,3,26,76,76,2471,5.3,12.7,0.418,1.6,5.1,0.308,3.7,7.5,0.494,2.9,4.1,0.709,1.9,9.8,11.7,10.4,3,2.1,3.6,4.2,15.1,111,99,16.5,0.522,0.405,0.328,4.7,20.9,13.3,27.6,3,3.4,19.8,16.2,8.2,0.16,12.42
Kevin Durant,Golden State Warriors,2017,Regular,4,28,62,62,2070,12.8,23.8,0.537,2.7,7.3,0.375,10.1,16.6,0.608,7.8,8.9,0.875,0.9,11,11.9,7,1.5,2.3,3.2,2.7,36.1,125,101,27.6,0.651,0.304,0.374,2.2,23.6,13.6,23.1,1.5,3.8,10.4,27.8,12,0.278,14.040000000000001
Andre Iguodala,Golden State Warriors,2017,Regular,5,33,76,0,1998,5.3,10,0.528,1.5,4.3,0.362,3.7,5.7,0.651,1.7,2.5,0.706,1.2,6.1,7.3,6.3,1.8,0.9,1.4,2.3,13.8,129,105,14.3,0.624,0.427,0.246,3,13.1,8.3,16.7,1.8,1.5,11.2,11.2,6.9,0.167,6.75
Shaun Livingston,Golden State Warriors,2017,Regular,6,31,76,3,1345,6.2,11.3,0.547,0,0.1,0.333,6.2,11.2,0.55,1.5,2.1,0.7,1,4.4,5.4,5,1.4,0.7,2.2,4.3,13.9,110,108,10.1,0.568,0.009,0.19,2.4,9.4,6.2,13.5,1.4,1.2,15.3,13,2.6,0.093,0
Zaza Pachulia,Golden State Warriors,2017,Regular,7,32,70,70,1268,6.2,11.6,0.534,0,0.1,0,6.2,11.6,0.538,3.7,4.8,0.778,5.3,10.2,15.6,5,2.2,1.3,3.3,6.3,16.2,118,101,16.1,0.588,0.007,0.41,12.9,22,17.7,13.6,2.2,2,19.4,15.3,4.7,0.178,4.050000000000001
Ian Clark,Golden State Warriors,2017,Regular,8,25,77,0,1137,8.9,18.3,0.487,2.6,6.9,0.374,6.3,11.4,0.556,1.9,2.5,0.759,0.9,4.2,5.1,3.8,1.7,0.3,2.3,3.3,22.3,108,108,13.1,0.575,0.376,0.134,2.3,9,5.8,11.2,1.7,0.6,10.7,19.5,2.3,0.099,0
Patrick McCaw,Golden State Warriors,2017,Regular,9,21,71,20,1074,4.7,11,0.433,1.8,5.5,0.333,2.9,5.5,0.533,1.3,1.7,0.784,0.9,3.5,4.5,3.4,1.4,0.7,1.6,2.8,12.6,107,108,8.6,0.54,0.502,0.151,2.3,7.6,5.1,9,1.4,1.1,12.1,11.9,1.7,0.077,0.27
David West,Golden State Warriors,2017,Regular,10,36,68,0,854,7.6,14.2,0.536,0.2,0.5,0.375,7.4,13.7,0.541,2.4,3.2,0.768,2.6,8.8,11.4,8.5,2.4,2.7,4.4,5.9,17.8,109,100,16.6,0.571,0.032,0.222,6.5,18.8,13,24.1,2.4,4.4,22,17.9,2.6,0.148,2.43
JaVale McGee,Golden State Warriors,2017,Regular,11,29,77,10,739,13.5,20.8,0.652,0,0.2,0,13.5,20.6,0.658,3.6,7.2,0.505,6.5,9.4,15.9,1.1,1.2,4.4,2.6,7.1,30.7,120,101,25.2,0.642,0.009,0.348,15.9,20.1,18.1,3.8,1.2,7.1,9.8,23.8,3.5,0.225,1.35
James Michael McAdoo,Golden State Warriors,2017,Regular,12,24,52,2,457,6.5,12.3,0.53,0.2,0.8,0.25,6.3,11.5,0.55,2.2,4.4,0.5,3.6,6,9.6,1.9,1.9,3.1,2,4.9,15.5,108,103,13.1,0.543,0.068,0.359,8.7,12.9,10.9,5.2,1.9,5,12.3,14.6,1.1,0.117,0.54
Kevon Looney,Golden State Warriors,2017,Regular,13,20,53,4,447,6,11.5,0.523,0.2,1,0.222,5.8,10.5,0.551,2.3,3.7,0.618,4.7,8.6,13.3,3.1,1.6,1.8,1.8,6.9,14.5,118,103,13.6,0.553,0.084,0.318,11.5,18.5,15.2,8.5,1.6,3,12.2,13.4,1.4,0.155,0.81
Matt Barnes,Golden State Warriors,2017,Regular,14,36,20,5,410,4.5,10.6,0.422,2.1,6.1,0.346,2.3,4.5,0.526,2.3,2.7,0.87,1.8,8.9,10.7,5.3,1.4,1.1,2.8,5.5,13.4,110,104,10.7,0.569,0.578,0.256,4.3,19.1,12.2,13.7,1.4,1.7,19.3,13.1,1,0.115,0.81
Anderson Varejao,Golden State Warriors,2017,Regular,15,34,14,1,92,2.6,7.3,0.357,0,0,NA,2.6,7.3,0.357,4.2,5.8,0.727,6.3,7.8,14.1,5.2,1.6,1.6,4.2,8.4,9.4,104,104,9.4,0.478,0,0.786,15.3,16.8,16.1,13,1.6,2.6,29.8,12.6,0.2,0.097,0
Damian Jones,Golden State Warriors,2017,Regular,16,21,10,0,85,4.5,9.1,0.5,0,0,NA,4.5,9.1,0.5,1.7,5.7,0.3,5.1,7.9,13,0,0.6,2.3,3.4,8.5,10.8,87,105,5.3,0.466,0,0.625,12.4,17,14.8,0,0.6,3.7,22.7,13.4,0,0.018,-0.54
Briante Weber,Golden State Warriors,2017,Regular,17,24,7,0,46,5.2,14.6,0.357,0,3.1,0,5.2,11.5,0.455,2.1,3.1,0.667,0,4.2,4.2,5.2,3.1,1,3.1,4.2,12.6,80,104,5.9,0.392,0.214,0.214,0,9,4.8,13.9,3.1,1.7,16.4,17.2,0,-0.018,0
Hakeem Olajuwon,Houston Rockets,1994,Regular,1,31,80,80,3277,13.8,26.1,0.528,0.1,0.3,0.421,13.7,25.8,0.529,6,8.4,0.716,3.5,11.2,14.7,4.4,2,4.6,4.2,4.5,33.7,109,95,25.3,0.565,0.011,0.32,8.2,23.3,16.2,16.4,2,5.7,12.3,29.8,14.3,0.21,19.980000000000004
Otis Thorpe,Houston Rockets,1994,Regular,2,31,82,82,2909,7.8,13.9,0.561,0,0,0,7.8,13.9,0.562,4.4,6.6,0.657,4.7,10.4,15.1,3.3,1.1,0.5,3.2,4.4,20,113,101,16.1,0.593,0.002,0.477,11,21.7,16.6,9.9,1.1,0.6,16,17.6,9.8,0.162,7.83
Vernon Maxwell,Houston Rockets,1994,Regular,3,28,75,73,2571,7.5,19.2,0.389,2.4,7.9,0.298,5.1,11.3,0.454,2.8,3.8,0.749,0.8,3.7,4.5,7.5,2.5,0.4,3.6,2.8,20.1,98,103,12.5,0.483,0.413,0.196,1.9,7.7,5,22.4,2.5,0.5,14.9,21.4,3.5,0.066,3.24
Robert Horry,Houston Rockets,1994,Regular,4,23,81,81,2370,6.9,15,0.459,0.9,2.9,0.324,5.9,12.1,0.491,2.5,3.3,0.732,2.7,6.7,9.4,4.9,2.5,1.6,2.9,4,17.1,104,100,14.2,0.521,0.194,0.224,6.4,13.9,10.3,14.5,2.5,2,15.1,17,5.9,0.12,7.290000000000001
Kenny Smith,Houston Rockets,1994,Regular,5,28,78,78,2209,7.8,16.3,0.48,2,5,0.405,5.8,11.2,0.513,3.1,3.5,0.871,0.5,2.6,3.2,7.5,1.3,0.1,2.9,2.8,20.7,114,107,14.2,0.581,0.309,0.218,1.3,5.4,3.5,22.6,1.4,0.1,13.9,18.1,6.1,0.132,1.89
Mario Elie,Houston Rockets,1994,Regular,6,30,67,8,1606,6.5,14.7,0.446,1.8,5.3,0.335,4.8,9.4,0.508,4.8,5.6,0.86,0.9,4.8,5.7,6.5,1.6,0.3,3.4,3.9,19.7,110,104,13.4,0.575,0.358,0.384,2.1,10,6.3,19.1,1.6,0.3,16.7,18,4.2,0.125,1.89
Carl Herrera,Houston Rockets,1994,Regular,7,27,75,0,1292,5.6,12.1,0.458,0,0,NA,5.6,12.1,0.458,2.7,3.8,0.711,4,7.2,11.1,1.4,1.3,1,2.7,6.2,13.8,98,102,9.1,0.5,0,0.313,9.2,15,12.3,4.1,1.3,1.3,16.4,14.4,2,0.075,-1.08
Scott Brooks,Houston Rockets,1994,Regular,8,28,73,0,1225,5.9,11.9,0.491,0.9,2.5,0.377,4.9,9.4,0.522,3.1,3.5,0.871,0.4,3.8,4.2,6.1,2.1,0.1,2.3,4,15.7,115,104,12.2,0.584,0.211,0.294,1,7.9,4.6,17.6,2.1,0.1,14.4,13.8,3.3,0.131,0.54
Sam Cassell,Houston Rockets,1994,Regular,9,24,66,6,1122,7.3,17.5,0.418,1.2,4,0.295,6.1,13.5,0.453,4.1,4.8,0.841,1.1,4.9,6,8.6,2.7,0.3,4.2,6.1,19.8,100,102,13.1,0.506,0.227,0.276,2.6,10.2,6.6,25.8,2.7,0.4,17.8,20.9,2.2,0.093,0.54
Matt Bullard,Houston Rockets,1994,Regular,10,26,65,0,725,5.4,15.8,0.345,3.5,10.7,0.325,2,5,0.389,1.4,1.8,0.769,1.6,4.3,5.9,4.5,1,0.4,2,4.7,15.8,101,106,8.8,0.476,0.681,0.115,3.7,8.9,6.4,12.6,1,0.5,10.5,16.2,1,0.068,-0.27
Eric Riley,Houston Rockets,1994,Regular,11,23,47,2,219,7.8,16.2,0.486,0,0.2,0,7.8,15.9,0.493,4.6,8.5,0.541,5.5,8.1,13.6,2.1,1.2,2.1,3.5,6.9,20.3,101,101,13.4,0.51,0.014,0.529,12.9,16.8,15,6.3,1.2,2.6,14.8,20.5,0.4,0.097,-0.27
Richard Petruska,Houston Rockets,1994,Regular,12,25,22,0,92,11,25.3,0.435,3.8,8.2,0.467,7.1,17,0.419,3.3,4.4,0.75,4.9,12.1,17,0.5,1.1,1.6,8.2,8.2,29.1,85,98,12.3,0.535,0.326,0.174,11.5,25.2,18.7,1.8,1.1,2,23.2,31,0,-0.014,-0.54
Chris Jent,Houston Rockets,1994,Regular,13,24,3,0,78,8.4,16.8,0.5,2.6,7.1,0.364,5.8,9.7,0.6,0.6,1.3,0.5,2.6,7.1,9.7,4.5,0,0,3.2,8.4,20.1,107,106,11,0.577,0.423,0.077,6,14.8,10.7,14,0,0,15.7,18.1,0.2,0.1,0
Larry Robinson,Houston Rockets,1994,Regular,14,26,6,0,55,9.2,18.4,0.5,1.8,7.4,0.25,7.4,11,0.667,2.8,7.4,0.375,3.7,5.5,9.2,5.5,6.4,0,9.2,7.4,23,83,94,13,0.531,0.4,0.4,8.6,11.5,10.1,17.4,6.4,0,29.8,27,0,-0.002,0
Earl Cureton,Houston Rockets,1994,Regular,15,36,2,0,30,3.4,13.5,0.25,0,0,NA,3.4,13.5,0.25,0,3.4,0,6.7,13.5,20.2,0,0,0,1.7,6.7,6.7,66,101,2.2,0.225,0,0.25,15.7,28.1,22.2,0,0,0,10.1,14.6,0,-0.06,-0.27
Hakeem Olajuwon,Houston Rockets,1995,Regular,1,32,72,72,2853,14.3,27.6,0.517,0.1,0.3,0.188,14.2,27.3,0.52,7.3,9.6,0.756,3.1,10.8,13.8,4.6,2.4,4.3,4.2,4.5,35.8,110,100,26,0.563,0.01,0.348,7.3,23.1,15.6,17.2,2.4,5.9,11.7,31.7,10.7,0.181,14.31
Robert Horry,Houston Rockets,1995,Regular,2,24,64,61,2074,5.9,13.2,0.447,2.1,5.6,0.379,3.8,7.6,0.497,2.1,2.8,0.761,2,6,8,5.3,2.3,1.9,3,4,16,108,106,13.5,0.556,0.423,0.21,4.7,12.8,9,15.2,2.3,2.5,17.2,15.3,4.2,0.097,6.48
Vernon Maxwell,Houston Rockets,1995,Regular,3,29,64,54,2038,7.7,19.4,0.394,3.6,11,0.324,4.1,8.4,0.485,2.5,3.6,0.688,0.5,3.7,4.1,6.9,1.9,0.3,3.4,3.9,21.4,101,111,11.9,0.508,0.568,0.185,1.1,7.8,4.6,20.7,1.9,0.4,14,21.5,1.9,0.044,0.54
Kenny Smith,Houston Rockets,1995,Regular,4,29,81,81,2030,7.2,14.9,0.484,3.6,8.3,0.429,3.6,6.6,0.553,3.2,3.7,0.851,0.7,3.2,3.9,8.1,1.8,0.3,3.1,2.7,21.1,122,111,16.2,0.64,0.558,0.25,1.6,6.9,4.4,24.1,1.8,0.3,15.7,17.3,6.1,0.144,3.78
Mario Elie,Houston Rockets,1995,Regular,5,31,81,13,1896,6.5,13.1,0.499,2.2,5.4,0.398,4.4,7.7,0.57,3.9,4.6,0.842,1.3,3.9,5.3,5.1,1.7,0.3,2.8,4.2,19.1,119,111,13.7,0.631,0.413,0.351,3.2,8.4,5.9,14.8,1.7,0.4,15.6,15.8,4.8,0.122,2.9700000000000006
Sam Cassell,Houston Rockets,1995,Regular,6,25,82,1,1882,6.9,16.1,0.427,1.7,5.2,0.33,5.1,10.9,0.473,5.8,6.9,0.843,1,4.7,5.7,11,2.5,0.4,4.5,5.7,21.2,111,108,15.9,0.556,0.322,0.428,2.4,10.1,6.4,32.3,2.5,0.5,19.2,20.8,4.7,0.12,2.16
Pete Chilcutt,Houston Rockets,1995,Regular,7,26,68,17,1347,5.5,12.4,0.445,1.3,3.3,0.407,4.2,9.2,0.459,1.2,1.6,0.738,4,8,12,2.5,0.9,1.6,2.3,4.4,13.5,105,108,11,0.517,0.262,0.128,9.5,17.1,13.5,7.1,0.9,2.2,15,13.6,2.1,0.074,0.54
Carl Herrera,Houston Rockets,1995,Regular,8,28,61,26,1331,6.5,12.5,0.523,0,0.1,0,6.5,12.4,0.526,2.8,4.5,0.624,3.8,6.9,10.6,1.7,1.5,1.5,2.7,5.2,15.9,105,108,11.7,0.548,0.006,0.358,8.9,14.8,12,4.9,1.5,2,15.8,15.1,2.1,0.076,-0.27
Clyde Drexler,Houston Rockets,1995,Regular,9,32,35,34,1300,10.4,20.6,0.506,2.4,6.6,0.357,8.1,14,0.575,6.2,7.6,0.809,2.7,7,9.6,6,2.4,0.9,3.5,3.5,29.4,119,106,22.1,0.613,0.319,0.369,6.3,15,10.9,19.9,2.4,1.2,12.7,24.2,5.2,0.193,6.75
Otis Thorpe,Houston Rockets,1995,Regular,10,32,36,35,1188,8.8,15.7,0.563,0,0.1,0,8.8,15.6,0.567,2.9,5.4,0.528,4.8,9,13.8,2.5,0.9,0.6,3.3,4.4,20.6,108,108,14.7,0.568,0.008,0.347,11.5,19.3,15.6,7.8,0.9,0.8,15.3,18.8,2.3,0.094,0.54
Chucky Brown,Houston Rockets,1995,Regular,11,26,41,14,814,6.6,10.9,0.603,0.1,0.2,0.333,6.5,10.7,0.608,2.4,3.9,0.613,4,7.8,11.8,1.9,0.7,0.9,1.8,6.6,15.6,121,109,12.4,0.619,0.017,0.356,9.5,16.8,13.3,5.5,0.7,1.2,12.6,12.7,2.1,0.123,0.27
Tim Breaux,Houston Rockets,1995,Regular,12,24,42,2,340,6.7,18.1,0.372,0.9,3.7,0.24,5.8,14.4,0.406,4.8,7.3,0.653,2.4,2.7,5.1,2.2,1.6,0.6,2.4,3.7,19.2,94,112,8.9,0.449,0.207,0.405,5.7,5.8,5.7,6.6,1.6,0.8,10.1,20.9,0,0,-1.08
Tracy Murray,Houston Rockets,1995,Regular,13,23,25,0,203,8,20.1,0.4,4.8,11.3,0.422,3.3,8.8,0.371,1.3,2,0.625,0.5,5,5.5,1.3,1.8,0.8,3.8,7.8,22.1,91,109,8.2,0.527,0.563,0.1,1.2,10.8,6.2,3.8,1.8,1,15.2,21.8,0,-0.006,-0.54
Scott Brooks,Houston Rockets,1995,Regular,14,29,28,0,186,9.6,17.8,0.538,2.2,4.7,0.471,7.4,13.2,0.563,4.9,5.8,0.857,0.3,3.3,3.6,6,2.2,0.3,3.8,3.8,26.3,117,110,17.3,0.647,0.262,0.323,0.6,7.1,4,19.3,2.2,0.4,15.9,21.3,0.5,0.139,0
Zan Tabak,Houston Rockets,1995,Regular,15,24,37,0,182,6.7,14.8,0.453,0,0.3,0,6.7,14.6,0.462,7.6,12.3,0.614,6.4,9.5,16,1.1,0.6,2,5,10.4,21,98,107,11.2,0.518,0.019,0.83,15.3,20.4,18,3.3,0.6,2.7,19.9,22.3,0.2,0.043,-0.81
Charles Jones,Houston Rockets,1995,Regular,16,37,3,0,36,1.4,4.2,0.333,0,0,NA,1.4,4.2,0.333,1.4,2.8,0.5,2.8,7.1,9.9,0,0,1.4,0,11.3,4.2,108,110,2.6,0.387,0,0.667,6.7,15.2,11.2,0,0,1.9,0,4.8,0,0.05,-0.27
Adrian Caldwell,Houston Rockets,1995,Regular,17,28,7,0,30,1.7,6.8,0.25,0,0,NA,1.7,6.8,0.25,5.1,10.2,0.5,1.7,15.3,17,0,1.7,0,1.7,10.2,8.5,79,102,4.4,0.377,0,1.5,4,32.8,19.1,0,1.7,0,13.1,11.4,0,0.02,-0.27
Shaquille O'Neal,Los Angeles Lakers,2e3,Regular,1,27,79,79,3163,15.5,27.1,0.574,0,0,0,15.5,27.1,0.575,7,13.4,0.524,5.5,12.1,17.5,4.9,0.6,3.9,3.6,4.1,38.1,115,95,30.6,0.578,0.001,0.495,11.5,24.8,18.3,19.3,0.6,5.3,9.9,31.2,18.6,0.283,25.110000000000003
