name,team,year,season,rank,age,games,starts,reg_minutes,fg,fga,fg_percent,three_made,three_attempts,three_pct,two_made,two_attemtps,two_pct,ft,fta,ft_percent,orb,drb,trb,ast,stl,blk,tov,pf,pts,off_rating,def_rating,efficiency_rating,adj_fg_pct,three_rate,ft_rate,orb_percent,drb_percent,trb_percent,ast_percent,stl_percent,blk_percent,tov_percent,usage,win_share,win_share_per_48,war
Rasheed Wallace,Detroit Pistons,2004,Playoffs,4,29,23,23,803,8.2,19.9,0.413,1.2,4.9,0.243,7,15,0.468,3.2,4.2,0.767,3.3,9.2,12.4,2.6,0.9,3.1,3,5.4,20.8,97,91,15.3,0.479,0.245,0.21,6.7,18.8,12.8,9.3,0.9,4.7,12.1,21,2.3,0.135,2.7
Tayshaun Prince,Detroit Pistons,2004,Playoffs,5,23,23,23,795,6.1,14.9,0.41,0.9,3.4,0.265,5.2,11.4,0.454,2.9,3.9,0.745,2.9,6.7,9.6,3.7,1.8,2.2,1.3,4.3,16,108,92,15.3,0.483,0.231,0.259,5.9,13.8,9.9,12.5,1.8,3.3,7.4,15.2,2.8,0.171,3.78
Corliss Williamson,Detroit Pistons,2004,Playoffs,6,30,22,0,327,7.5,20.6,0.364,0,0.2,0,7.5,20.5,0.367,6.5,8,0.809,3.4,4.9,8.4,2.6,1,0.5,4.1,10.1,21.5,90,96,8.7,0.445,0.008,0.388,7,10.1,8.6,9,1,0.8,14.5,24,0.4,0.057,-0.54
Lindsey Hunter,Detroit Pistons,2004,Playoffs,7,33,23,0,273,3.9,13.3,0.292,1.4,6.1,0.233,2.5,7.1,0.343,2.2,2.5,0.917,1,5.7,6.7,4.3,3.7,0.8,2.7,8.6,11.4,85,90,7.7,0.398,0.462,0.185,2.1,11.7,6.9,13.4,3.7,1.2,15.6,14.5,0.4,0.077,0.54
Mehmet Okur,Detroit Pistons,2004,Playoffs,8,24,22,0,252,6.9,14.6,0.47,0.4,1.1,0.4,6.4,13.5,0.475,4,5.8,0.692,3.5,10,13.5,1.8,1.1,2,3.3,4.4,18.1,100,91,14.7,0.529,0.076,0.394,7.3,20.4,13.9,6.1,1.1,3,16.2,17.4,0.8,0.143,0.27
Mike James,Detroit Pistons,2004,Playoffs,9,28,22,0,195,6,15.2,0.396,1.7,4,0.429,4.3,11.1,0.385,2.6,4.6,0.563,2,5.4,7.4,6.9,1.4,0,4.3,6.6,16.3,92,96,10.2,0.475,0.264,0.302,4.1,11.1,7.6,23,1.4,0,20,18.2,0.3,0.076,0
Elden Campbell,Detroit Pistons,2004,Playoffs,10,35,14,0,124,4.5,15.7,0.286,0,0,NA,4.5,15.7,0.286,4.5,8.1,0.556,4.5,6.7,11.2,4.5,2.7,4,4,12.6,13.5,78,88,8.4,0.349,0,0.514,9.3,13.8,11.5,14.4,2.7,6.1,17.3,19.8,0.1,0.037,0.27
Darvin Ham,Detroit Pistons,2004,Playoffs,11,30,22,0,108,4.1,8.3,0.5,0,0.5,0,4.1,7.7,0.533,0,0,NA,4.1,3.1,7.2,0.5,1.5,2.1,4.1,9.8,8.3,78,95,4.1,0.5,0.063,0,8.5,6.3,7.4,1.6,1.5,3.1,33.3,10.5,0.1,0.026,0
Darko Milicic,Detroit Pistons,2004,Playoffs,12,18,8,0,14,0,15.9,0,0,0,NA,0,15.9,0,4,15.9,0.25,4,8,11.9,4,4,0,11.9,4,4,24,89,-14.8,0.087,0,1,8.2,16.3,12.3,11.1,4,0,34.2,29.6,-0.2,-0.528,-0.27
Isiah Thomas,Detroit Pistons,1989,Playoffs,1,27,17,17,633,9.8,23.8,0.412,0.7,2.6,0.267,9.1,21.2,0.43,6.1,8.2,0.74,2,4.2,6.2,12,2.3,0.3,3.7,3.3,26.4,108,104,18.6,0.481,0.108,0.344,4.4,9.1,6.8,36.7,2.3,0.5,11.8,26.3,1.8,0.135,3.24
Joe Dumars,Detroit Pistons,1989,Playoffs,2,25,17,17,620,9.2,20.3,0.455,0.1,1,0.083,9.1,19.3,0.475,7.6,8.8,0.861,1,2.9,3.8,8.4,1,0.1,2.7,2.7,26.1,117,108,17,0.541,0.052,0.433,2.1,6.3,4.2,25,1,0.1,10.1,22.7,2.1,0.16,1.89
Bill Laimbeer,Detroit Pistons,1989,Playoffs,3,31,17,17,497,7.2,15.4,0.465,1.6,4.6,0.357,5.5,10.9,0.51,2.7,3.4,0.806,2.8,12.4,15.2,3.4,0.7,0.9,2.1,6,18.7,115,102,14.2,0.553,0.296,0.218,6.1,27,16.5,9.5,0.7,1.2,10.9,16.1,1.6,0.155,1.89
Mark Aguirre,Detroit Pistons,1989,Playoffs,4,29,17,17,462,10.4,21.3,0.489,0.9,3.4,0.276,9.5,17.9,0.529,3.3,4.4,0.737,3,5.7,8.8,3.3,0.9,0.4,2.3,4.4,25,112,106,15.2,0.538,0.159,0.209,6.6,12.5,9.5,10.2,0.9,0.5,9.1,21.6,1.3,0.133,1.35
Dennis Rodman,Detroit Pistons,1989,Playoffs,5,27,17,0,409,4.9,9.2,0.529,0,0.5,0,4.9,8.7,0.561,3.2,4.6,0.686,7.4,15.1,22.4,2.1,0.8,1.6,3.2,7.7,12.9,113,99,14,0.574,0.057,0.5,16,32.8,24.4,5.6,0.8,2.1,21.9,12.2,1.3,0.156,1.35
John Salley,Detroit Pistons,1989,Playoffs,6,24,17,0,392,8,13.6,0.586,0,0,NA,8,13.6,0.586,5,7.4,0.667,4.7,6.2,10.9,1.2,1.2,3.4,1.7,8,20.9,127,102,16.9,0.619,0,0.545,10.2,13.5,11.8,3.6,1.2,4.6,8.9,15.7,1.7,0.207,1.89
Vinnie Johnson,Detroit Pistons,1989,Playoffs,7,32,17,0,372,13.2,29,0.455,1.5,3.5,0.417,11.8,25.6,0.46,6.8,9,0.758,2.3,4.2,6.5,6.2,0.6,0.4,3,4.6,34.7,112,108,19,0.526,0.12,0.31,5,9.2,7.1,21.2,0.6,0.6,8.5,30.5,1.1,0.147,1.08
Rick Mahorn,Detroit Pistons,1989,Playoffs,8,30,17,17,360,6,10.4,0.58,0,0,NA,6,10.4,0.58,2.6,3.9,0.654,4.5,8.6,13.1,1.1,1.4,2,1.7,8.9,14.6,122,102,12.4,0.603,0,0.377,9.8,18.6,14.2,2.9,1.4,2.6,12,11.6,1.2,0.165,1.35
James Edwards,Detroit Pistons,1989,Playoffs,9,33,17,0,317,6.8,14.5,0.471,0,0.2,0,6.8,14.3,0.476,6.8,8.7,0.784,1.9,4.3,6.1,2,0.2,1.4,2.6,9,20.4,111,107,9.8,0.558,0.012,0.6,4.1,9.3,6.7,5.7,0.2,1.8,12.3,17.7,0.7,0.113,0.27
John Long,Detroit Pistons,1989,Playoffs,10,32,4,0,8,6.8,6.8,1,0,0,NA,6.8,6.8,1,20.3,20.3,1,0,0,0,0,0,0,0,0,33.8,233,112,27.4,1.078,0,3,0,0,0,0,0,0,0,13.3,0.1,0.458,0
Micheal Williams,Detroit Pistons,1989,Playoffs,11,22,4,0,6,0,0,NA,0,0,NA,0,0,NA,18,18,1,9,9,18,18,9,0,0,9,18,228,88,41.2,1.136,NA,NA,19.5,19.6,19.6,42.2,9,0,0,6.7,0.1,0.65,0
Fennis Dembo,Detroit Pistons,1989,Playoffs,12,23,2,0,4,13.5,13.5,1,0,0,NA,13.5,13.5,1,0,0,NA,0,0,0,0,0,0,13.5,13.5,27,68,112,2.8,1,0,0,0,0,0,0,0,0,50,22.8,0,-0.15,0
Isiah Thomas,Detroit Pistons,1990,Playoffs,1,28,20,20,758,10.2,22,0.463,2.2,4.7,0.471,8,17.3,0.46,5.6,7,0.794,1.4,6,7.5,11.2,3,0.5,4.9,4.5,28.1,113,100,21,0.56,0.213,0.319,3.3,13.3,8.3,35.6,3,0.6,16.5,25.4,3.1,0.194,5.670000000000001
Joe Dumars,Detroit Pistons,1990,Playoffs,2,26,20,20,754,9,19.6,0.458,0.3,1.3,0.263,8.6,18.3,0.472,6.8,7.8,0.876,1.2,1.8,3,6.6,1.5,0,3.7,2.6,25.1,111,107,15.2,0.545,0.067,0.398,2.8,4,3.4,20.1,1.5,0,13.9,22.6,2.1,0.133,1.89
Bill Laimbeer,Detroit Pistons,1990,Playoffs,3,32,20,20,667,7.1,15.5,0.457,1.2,3.4,0.349,5.9,12.2,0.487,2,2.3,0.862,3.2,13.3,16.5,2.2,1.8,1.4,1.2,6,17.3,116,96,15.3,0.524,0.216,0.146,7.2,29.3,18.4,6.3,1.8,1.8,7,15,2.6,0.188,2.9700000000000006
Dennis Rodman,Detroit Pistons,1990,Playoffs,4,28,19,17,560,5,8.8,0.568,0,0,NA,5,8.8,0.568,1.7,3.3,0.514,5.1,9.8,15,1.6,0.8,1.2,2.9,5.8,11.7,106,101,10.6,0.571,0,0.368,11.5,21.7,16.7,4.3,0.8,1.6,21.9,11.1,1.4,0.117,1.62
John Salley,Detroit Pistons,1990,Playoffs,5,25,20,0,547,5.5,11.6,0.475,0,0,NA,5.5,11.6,0.475,7,9.3,0.755,5.4,5.7,11.1,1.9,0.9,3.1,2.1,7.2,18.1,122,102,14.9,0.575,0,0.803,12.2,12.6,12.4,5.3,0.9,4.1,11.8,15.1,2.1,0.189,2.7
James Edwards,Detroit Pistons,1990,Playoffs,6,34,20,20,536,11.1,22.4,0.494,0,0.1,0,11.1,22.3,0.496,5.6,9.3,0.604,2.3,4.6,6.9,1.3,0.5,1.1,3,7.2,27.8,104,106,12.8,0.523,0.004,0.416,5.3,10.1,7.7,4.1,0.5,1.4,10.2,25,1.1,0.096,0
Vinnie Johnson,Detroit Pistons,1990,Playoffs,7,33,20,0,463,9.6,20.7,0.462,0.2,0.8,0.286,9.3,19.9,0.469,3.8,4.8,0.791,3.1,3.1,6.3,6.1,0.9,0.4,3.5,4.3,23.2,107,106,13.9,0.508,0.038,0.234,7.1,6.9,7,19,0.9,0.6,13.3,22.2,1,0.105,1.08
Mark Aguirre,Detroit Pistons,1990,Playoffs,8,30,20,3,439,10.2,21.8,0.467,0.9,2.8,0.333,9.2,19,0.488,4.6,6.2,0.75,3.7,7.1,10.8,3.2,1.2,0.4,3.6,6,26,107,103,15.1,0.529,0.13,0.283,8.3,15.7,12,10.2,1.2,0.5,12.7,23.7,1.2,0.128,1.08
Dave Greenwood,Detroit Pistons,1990,Playoffs,9,32,5,0,47,2.2,4.4,0.5,0,0,NA,2.2,4.4,0.5,1.1,4.4,0.25,2.2,7.8,10,0,2.2,0,2.2,12.2,5.5,75,100,1.6,0.434,0,1,5,17.1,11.1,0,2.2,0,25.8,7.3,0,0.045,0
William Bedford,Detroit Pistons,1990,Playoffs,10,26,5,0,19,2.7,16.4,0.167,0,0,NA,2.7,16.4,0.167,5.5,5.5,1,0,5.5,5.5,0,0,2.7,0,11,11,75,104,-0.4,0.291,0,0.333,0,12.1,6.1,0,0,3.6,0,15.9,0,-0.017,0
Gerald Henderson,Detroit Pistons,1990,Playoffs,11,34,8,0,19,2.7,13.7,0.2,0,8.2,0,2.7,5.5,0.5,0,0,NA,5.5,2.7,8.2,11,5.5,0,2.7,8.2,5.5,82,97,8.3,0.2,0.6,0,12.4,6,9.2,28.2,5.5,0,16.7,13.9,0,0.03,0
Scott Hastings,Detroit Pistons,1990,Playoffs,12,29,5,0,16,3.3,13,0.25,0,9.8,0,3.3,3.3,1,0,0,NA,0,0,0,0,3.3,0,0,13,6.5,62,104,-2.7,0.25,0.75,0,0,0,0,0,3.3,0,0,11,0,-0.018,0
Stephen Curry,Golden State Warriors,2015,Playoffs,1,26,21,21,826,12.4,27.2,0.456,6.1,14.4,0.422,6.3,12.8,0.493,6,7.1,0.835,1.2,5.3,6.5,8.3,2.4,0.2,5.1,2.9,36.9,114,102,24.5,0.607,0.528,0.262,2.7,11.1,6.9,29.9,2.4,0.3,14.3,31,3.9,0.228,5.940000000000001
Draymond Green,Golden State Warriors,2015,Playoffs,2,24,21,21,784,6.5,15.7,0.417,1.6,5.9,0.264,5,9.7,0.51,4.2,5.7,0.736,3,10.9,13.9,7.1,2.5,1.6,3.8,5.8,18.8,106,96,16.6,0.517,0.379,0.363,6.5,22.8,14.7,21.2,2.5,2.5,17.2,19.2,2.6,0.161,4.32
Klay Thompson,Golden State Warriors,2015,Playoffs,3,24,21,21,761,10,22.5,0.446,3.8,9.8,0.39,6.2,12.7,0.489,2.4,3,0.8,0.6,4.8,5.5,3.6,1.1,1.3,2.8,4.3,26.3,106,103,14.8,0.553,0.437,0.135,1.3,10.2,5.8,12.1,1.1,2,10.4,23.3,1.9,0.118,1.89
Harrison Barnes,Golden State Warriors,2015,Playoffs,4,22,21,21,681,6.6,15.1,0.44,1.7,4.7,0.355,5,10.4,0.478,1.9,2.6,0.735,3.4,4.9,8.3,2.4,1.3,0.8,1.7,3.4,16.8,109,104,12.2,0.519,0.31,0.17,7.3,10.3,8.8,7.2,1.3,1.3,9.3,15.6,1.6,0.115,1.62
Andre Iguodala,Golden State Warriors,2015,Playoffs,5,31,21,3,635,6.5,13.8,0.474,2.3,6.6,0.354,4.2,7.2,0.584,2.2,5.2,0.415,1.3,6.3,7.6,6.1,2,0.6,1.1,3.4,17.6,119,101,15.4,0.546,0.48,0.38,2.8,13.2,8.1,18,2,0.9,6.6,15.1,2.2,0.17,2.7
Andrew Bogut,Golden State Warriors,2015,Playoffs,6,30,19,18,440,4.9,8.7,0.56,0,0.1,0,4.9,8.6,0.568,0.6,1.5,0.385,4.8,13,17.8,4.2,1.3,4,3,8,10.4,107,94,14,0.551,0.013,0.173,10.3,27.4,19,11.9,1.3,6.2,24.4,10.9,1.4,0.153,1.89
Shaun Livingston,Golden State Warriors,2015,Playoffs,7,29,21,0,375,5.7,10.8,0.532,0,0.1,0,5.7,10.7,0.538,2.9,3.4,0.84,1.8,5.2,7,5.2,1.1,0.7,2.9,4.4,14.4,111,104,11.5,0.583,0.013,0.316,3.8,10.9,7.4,15.1,1.1,1.1,18.9,13.3,0.9,0.118,0.27
Leandro Barbosa,Golden State Warriors,2015,Playoffs,8,32,21,0,229,8.7,19.7,0.443,1.8,5.1,0.348,6.9,14.5,0.477,4,4.9,0.818,1.8,4.3,6,4,1.3,0.2,2.7,5.4,23.3,106,104,13.3,0.532,0.261,0.25,3.9,8.9,6.4,12.8,1.3,0.3,10.9,21.5,0.5,0.113,0
Festus Ezeli,Golden State Warriors,2015,Playoffs,9,25,20,0,183,7.6,14,0.54,0,0,NA,7.6,14,0.54,4.5,8.1,0.552,6.7,10.6,17.4,1.7,0.3,2.8,3.4,7,19.6,109,99,16.1,0.558,0,0.58,14.5,22.4,18.5,5.2,0.3,4.4,16.1,18.3,0.6,0.15,0
David Lee,Golden State Warriors,2015,Playoffs,10,31,13,0,107,7.7,19.2,0.4,0,0,NA,7.7,19.2,0.4,3.8,7.2,0.533,5.3,11,16.3,3.8,1.4,1,1,8.1,19.2,104,99,14.1,0.429,0,0.375,11.3,23.1,17.3,11.8,1.4,1.5,4.1,20.4,0.3,0.133,0
Marreese Speights,Golden State Warriors,2015,Playoffs,11,27,10,0,67,10.7,32.1,0.333,0,0,NA,10.7,32.1,0.333,6.9,11.5,0.6,6.1,9.9,16.1,3.1,3.1,2.3,3.1,10.7,28.3,87,94,13.2,0.381,0,0.357,13.2,20.9,17.1,10.4,3.1,3.6,7.6,35.2,0,0.012,-0.27
Justin Holiday,Golden State Warriors,2015,Playoffs,12,25,5,0,11,4.7,9.3,0.5,4.7,4.7,1,0,4.7,0,0,0,NA,0,4.7,4.7,4.7,0,0,9.3,4.7,14,74,107,1.9,0.75,0.5,0,0,9.8,5,13.1,0,0,50,16.3,0,-0.078,0
James Michael McAdoo,Golden State Warriors,2015,Playoffs,13,22,5,0,10,10.3,15.4,0.667,0,0,NA,10.3,15.4,0.667,0,0,NA,5.1,15.4,20.5,0,0,5.1,5.1,0,20.5,99,95,19.7,0.667,0,0,11,32.3,21.8,0,0,8,25,17.9,0,0.121,0
Brandon Rush,Golden State Warriors,2015,Playoffs,14,29,3,0,7,7.3,43.9,0.167,7.3,14.6,0.5,0,29.3,0,0,0,NA,7.3,14.6,22,0,0,0,0,14.6,22,67,100,-4.5,0.25,0.333,0,15.8,30.8,23.4,0,0,0,0,38.4,0,-0.223,0
Stephen Curry,Golden State Warriors,2017,Playoffs,1,28,17,17,601,12,24.8,0.484,5.7,13.7,0.419,6.3,11.1,0.564,8.2,9.1,0.904,1.8,6.7,8.4,9.1,2.7,0.3,4.6,2.9,38,125,105,27.1,0.659,0.551,0.365,4.2,14.1,9.5,29.5,2.7,0.5,13.8,30,3.4,0.272,5.4
Klay Thompson,Golden State Warriors,2017,Playoffs,2,26,17,17,596,7.5,19,0.397,3.3,8.5,0.387,4.3,10.5,0.405,2.1,2.7,0.788,0.9,4.4,5.3,2.8,1.1,0.4,1.9,3.5,20.5,101,110,9.3,0.507,0.447,0.139,2.1,9.3,6,8,1.1,0.7,8.7,19.8,0.6,0.049,0.27
Draymond Green,Golden State Warriors,2017,Playoffs,3,26,17,17,593,5.8,13,0.447,2.6,6.3,0.41,3.2,6.7,0.482,3.7,5.4,0.687,1.6,10.9,12.5,8.9,2.5,2.3,2.9,4.8,17.9,119,100,17.9,0.583,0.484,0.416,3.9,23,14.1,24,2.5,3.8,15.9,16.4,2.4,0.196,4.050000000000001
Kevin Durant,Golden State Warriors,2017,Playoffs,4,28,15,15,533,13.4,24.1,0.556,3.4,7.7,0.442,10,16.3,0.61,8.3,9.2,0.893,1.4,9.2,10.7,5.7,1.1,1.8,3.4,3.5,38.4,129,105,27.5,0.683,0.321,0.384,3.5,19.5,12,19.5,1.1,3,10.8,28.3,3.1,0.28,3.78
Andre Iguodala,Golden State Warriors,2017,Playoffs,5,33,16,0,419,5.3,11.5,0.455,0.9,4.8,0.19,4.3,6.7,0.644,1.7,3,0.577,1,6.4,7.4,5.8,1.6,0.8,1.8,3.3,13.1,109,107,10.5,0.511,0.416,0.257,2.5,13.5,8.4,15.5,1.6,1.4,12.5,13.2,0.9,0.099,1.08
David West,Golden State Warriors,2017,Playoffs,6,36,17,0,221,7.4,12.8,0.576,0.2,0.4,0.5,7.1,12.3,0.579,1.5,1.9,0.778,1.5,8.4,10,7.8,1.5,2.8,2.2,5.6,16.5,124,103,16.6,0.604,0.034,0.153,3.7,17.8,11.2,22,1.5,4.8,13.7,14.2,0.9,0.185,0.81
Shaun Livingston,Golden State Warriors,2017,Playoffs,7,31,14,0,220,7.4,12.8,0.576,0,0,NA,7.4,12.8,0.576,1.1,1.5,0.714,2.2,4.1,6.3,4.4,1.1,0.4,2.2,5.2,15.9,115,110,11,0.588,0,0.119,5.3,8.7,7.1,12.3,1.1,0.7,13.9,14.1,0.5,0.109,0.27
Ian Clark,Golden State Warriors,2017,Playoffs,8,25,16,0,219,8.7,17.3,0.506,2.8,7.9,0.361,5.9,9.4,0.628,3.5,3.7,0.941,0.9,4.8,5.7,2.4,1.3,0,2.4,3.7,23.8,115,110,13.6,0.63,0.456,0.215,2.1,10.1,6.4,7.1,1.3,0,11.3,19.1,0.6,0.122,0.27
Zaza Pachulia,Golden State Warriors,2017,Playoffs,9,32,15,15,212,7.2,13.5,0.533,0,0.2,0,7.2,13.3,0.542,2.9,3.8,0.765,4.1,8.8,12.9,2.7,1.8,0.9,3.2,7.2,17.4,109,105,12.5,0.571,0.017,0.283,9.8,18.6,14.5,7.6,1.8,1.5,17.2,16.5,0.5,0.12,0.27
Patrick McCaw,Golden State Warriors,2017,Playoffs,10,21,15,3,181,5.6,12.7,0.438,2.1,6.1,0.348,3.4,6.6,0.52,2.9,3.4,0.846,2.6,6.1,8.7,4.2,2.4,0.8,0.8,3.7,16.1,128,106,14.8,0.568,0.479,0.271,6.4,12.8,9.8,11.4,2.4,1.3,5.3,13.5,0.7,0.18,0.81
JaVale McGee,Golden State Warriors,2017,Playoffs,11,29,16,1,149,13.2,18,0.732,0,0,NA,13.2,18,0.732,4.2,5.8,0.722,7.1,8.4,15.4,1.3,0.6,4.8,2.6,10,30.5,138,103,26.9,0.743,0,0.321,17.1,17.6,17.4,4.3,0.6,8.2,11.1,20.7,0.9,0.295,0.81
Matt Barnes,Golden State Warriors,2017,Playoffs,12,36,12,0,61,3.1,11.8,0.267,0.8,6.3,0.125,2.4,5.5,0.429,0,0,NA,0,7.1,7.1,5.5,1.6,0,2.4,7.1,7.1,72,107,0.8,0.3,0.533,0,0,14.9,8,13.8,1.6,0,16.7,12.7,-0.1,-0.04,-0.27
James Michael McAdoo,Golden State Warriors,2017,Playoffs,13,24,13,0,56,7.7,14.5,0.529,1.7,4.3,0.4,6,10.3,0.583,3.4,5.1,0.667,4.3,6.8,11.1,0,1.7,1.7,0.9,4.3,20.5,126,105,16.5,0.611,0.294,0.353,10.3,14.4,12.5,0,1.7,2.9,4.8,15.8,0.2,0.182,0
Damian Jones,Golden State Warriors,2017,Playoffs,14,21,4,0,21,6.8,16,0.429,0,0,NA,6.8,16,0.429,2.3,4.6,0.5,9.1,4.6,13.7,0,4.6,2.3,0,6.8,16,117,100,17.3,0.444,0,0.286,22.1,9.6,15.4,0,4.6,3.9,0,16.1,0.1,0.185,0
Hakeem Olajuwon,Houston Rockets,1994,Playoffs,1,31,23,23,989,14.4,27.8,0.519,0.1,0.2,0.5,14.3,27.5,0.52,6.9,8.7,0.795,3,10.7,13.7,5.3,2.2,5,4.5,4.4,35.9,109,97,27.7,0.568,0.008,0.313,6.8,21.2,14.5,20.4,2.2,6.5,12.4,31.4,4.3,0.208,7.56
Vernon Maxwell,Houston Rockets,1994,Playoffs,2,28,23,23,880,7.2,19.1,0.376,2.7,8.4,0.326,4.4,10.7,0.415,2.2,3.3,0.685,0.7,4.2,4.9,5.8,1.2,0.1,3,3.3,19.3,95,109,10.4,0.471,0.439,0.172,1.7,8.3,5.2,17.6,1.2,0.2,12.7,20.5,0.3,0.017,0.54
Otis Thorpe,Houston Rockets,1994,Playoffs,3,31,23,23,854,6.9,12.1,0.572,0.1,0.1,0.5,6.9,12,0.573,2.4,4.2,0.567,4.3,10,14.3,3.4,0.8,0.6,2.3,5.4,16.3,115,104,14.4,0.584,0.01,0.345,9.7,19.7,15.1,10.1,0.8,0.8,14.2,14.2,2.4,0.133,2.7
Robert Horry,Houston Rockets,1994,Playoffs,4,23,23,23,778,6.7,15.5,0.434,2.3,6.1,0.382,4.4,9.4,0.467,2.7,3.5,0.765,2.8,6.9,9.7,5.6,2.4,1.4,1.9,4.7,18.5,115,103,16.7,0.541,0.394,0.226,6.4,13.5,10.2,16.7,2.4,1.8,9.8,16.5,2.5,0.152,4.050000000000001
Kenny Smith,Houston Rockets,1994,Playoffs,5,28,23,23,696,6.6,14.5,0.455,2.6,5.8,0.447,4,8.7,0.46,3.2,4,0.808,0.4,3.8,4.1,7.2,1.7,0.3,2.5,3.1,19,114,108,14.7,0.585,0.402,0.275,0.9,7.4,4.4,21.4,1.7,0.4,13.5,16.4,1.7,0.119,1.62
Sam Cassell,Houston Rockets,1994,Playoffs,6,24,22,0,478,7,17.9,0.394,1.9,5,0.378,5.1,12.9,0.4,7.2,8.3,0.865,2.1,4.5,6.6,10.4,2.3,0.6,5.3,6.9,23.1,105,106,16.3,0.537,0.281,0.463,4.8,8.8,7,31.2,2.3,0.7,19.6,23.3,1.1,0.111,1.08
Mario Elie,Houston Rockets,1994,Playoffs,7,30,23,0,382,5.9,14.8,0.396,1.4,4.5,0.313,4.5,10.3,0.432,5.6,6.6,0.851,1.3,4.3,5.6,5.3,1.1,0.4,2.9,4.2,18.7,105,109,11.9,0.529,0.302,0.443,2.9,8.5,5.9,15.4,1.1,0.5,14.2,18,0.6,0.076,0
Carl Herrera,Houston Rockets,1994,Playoffs,8,27,16,0,248,6.7,12.5,0.534,0,0,NA,6.7,12.5,0.534,2.8,3.4,0.813,3,6.7,9.7,0.6,1.1,0.6,1.5,8,16.2,113,106,10.8,0.577,0,0.276,6.9,13.2,10.2,1.9,1.1,0.8,9.7,13.5,0.5,0.106,0
Earl Cureton,Houston Rockets,1994,Playoffs,9,36,10,0,100,4.3,5.3,0.8,0,0,NA,4.3,5.3,0.8,1.1,1.1,1,3.2,12.3,15.5,1.1,0.5,1.1,1.6,10.7,9.6,136,102,9.9,0.827,0,0.2,7.3,24.2,16.4,3,0.5,1.4,21.6,6.5,0.3,0.144,0
Chris Jent,Houston Rockets,1994,Playoffs,10,24,11,0,62,4.3,17.2,0.25,2.6,11.2,0.231,1.7,6,0.286,0,0,NA,0.9,6.9,7.8,6,1.7,0,2.6,6,11.2,76,105,4.5,0.325,0.65,0,2,13.6,8.2,16.7,1.7,0,13,17.3,-0.1,-0.06,-0.27
Matt Bullard,Houston Rockets,1994,Playoffs,11,26,10,0,55,3.9,18.5,0.211,1.9,9.7,0.2,1.9,8.7,0.222,5.8,7.8,0.75,1.9,7.8,9.7,0,1,1.9,0,5.8,15.5,86,105,6.7,0.355,0.526,0.421,4.4,15.3,10.3,0,1,2.5,0,19.1,0,-0.004,-0.27
Scott Brooks,Houston Rockets,1994,Playoffs,12,28,5,0,23,11.6,13.9,0.833,2.3,2.3,1,9.3,11.6,0.8,0,2.3,0,2.3,2.3,4.6,7,0,0,0,7,25.5,172,113,22.8,0.854,0.167,0.167,5.3,4.6,4.9,24.2,0,0,0,13,0.1,0.277,0
Hakeem Olajuwon,Houston Rockets,1995,Playoffs,1,32,22,22,929,17.2,32.3,0.531,0.1,0.2,0.5,17.1,32.1,0.531,6.2,9.2,0.681,2.5,10.3,12.7,5.5,1.5,3.5,3.9,5.3,40.7,110,108,26.7,0.56,0.007,0.283,5.6,22.7,14.3,22.6,1.5,5.1,9.6,35.9,2.8,0.143,4.59
Clyde Drexler,Houston Rockets,1995,Playoffs,2,32,22,22,849,9.5,19.8,0.481,1.8,6.1,0.303,7.7,13.7,0.561,6.8,8.6,0.786,2.8,6.7,9.5,6.8,2,0.9,2.8,4.2,27.6,120,112,21.1,0.587,0.307,0.435,6.3,14.8,10.6,21.3,2,1.3,10.5,23.5,3,0.167,4.59
Robert Horry,Houston Rockets,1995,Playoffs,3,24,22,22,841,5.8,13,0.445,2.7,6.8,0.4,3,6.1,0.495,3.6,4.8,0.744,2.5,7.1,9.6,4.7,2,1.6,1.6,4.3,17.9,123,111,16.2,0.592,0.526,0.373,5.7,15.7,10.8,13.2,2,2.4,9.3,14.8,2.5,0.142,4.32
Kenny Smith,Houston Rockets,1995,Playoffs,4,29,22,22,652,6.2,14.2,0.438,3.7,8.3,0.442,2.6,5.9,0.432,2.9,3.2,0.9,0.6,3.4,3.9,7.9,1.1,0.2,2.5,3.7,19,120,116,13.8,0.608,0.584,0.225,1.3,7.4,4.4,22.4,1.1,0.4,13.7,16.2,1.4,0.101,1.08
Mario Elie,Houston Rockets,1995,Playoffs,5,31,22,6,635,5.7,11.3,0.504,2.3,5.3,0.431,3.4,5.9,0.569,2.9,3.6,0.795,1.6,3.5,5.1,4.4,1.7,0.1,1.7,4.5,16.5,125,115,12.8,0.643,0.474,0.321,3.6,7.8,5.7,12.4,1.7,0.1,11.8,13,1.5,0.111,1.89
Sam Cassell,Houston Rockets,1995,Playoffs,6,25,22,0,485,8,18.2,0.438,2.6,6.5,0.4,5.4,11.7,0.459,7.6,9.1,0.835,0.9,3.7,4.5,9.6,2.3,0.2,3.5,7.1,26.1,118,114,17.8,0.589,0.355,0.503,2,8.1,5.1,28.5,2.3,0.3,13.8,22.9,1.4,0.138,1.08
Chucky Brown,Houston Rockets,1995,Playoffs,7,26,21,1,326,5.4,12.2,0.447,0.2,0.3,0.5,5.3,11.8,0.446,4,5.9,0.676,3.2,7.2,10.4,1.1,1.4,0.3,1.9,7.4,15,104,113,9.2,0.509,0.026,0.487,7.3,15.9,11.7,3.1,1.4,0.5,11.5,14.9,0.3,0.047,-0.54
