"","precinct","county","democrat","republican","other","office","active","inactive","total","dem.two.way","turnout","hod_contested"
"5269","601 - DISTRICT 1","ALLEGHANY COUNTY",0,521,24,"House of Delegates",1411,59,1470,0,38.6250885896527,0
"5270","601 - DISTRICT 6","EMPORIA CITY",255,0,6,"House of Delegates",531,40,571,100,49.1525423728814,0
"5271","601 - FERRY FARM","STAFFORD COUNTY",491,897,1,"House of Delegates",2664,118,2782,35.3746397694525,52.1396396396396,1
"5272","601 - FONTAINE","HENRY COUNTY",0,537,21,"House of Delegates",1502,87,1589,0,37.150466045273,0
"5273","601 - HOUNDS CREEK","LUNENBURG COUNTY",393,0,22,"House of Delegates",1012,47,1059,100,41.0079051383399,0
"5274","601 - HUDDLE","WYTHE COUNTY",0,267,58,"House of Delegates",723,36,759,0,44.9515905947441,0
"5275","601 - KINGS","CAMPBELL COUNTY",91,656,31,"House of Delegates",2153,136,2289,12.1820615796519,36.1356247097074,1
"5276","601 - LAKESIDE","SUFFOLK CITY",129,791,47,"House of Delegates",2655,307,2962,14.0217391304348,36.4218455743879,1
"5277","601 - MILLBROOK","FREDERICK COUNTY",275,452,3,"House of Delegates",1867,131,1998,37.8266850068776,39.1001606855919,1
"5278","601 - MITCHELLS","CULPEPER COUNTY",56,142,0,"House of Delegates",393,28,421,28.2828282828283,50.381679389313,1
"5279","601 - MONTVALE ELEM SCHOOL","BEDFORD COUNTY",0,632,28,"House of Delegates",1589,55,1644,0,41.5355569540592,0
"5280","601 - PRECINCT 6-1","FRANKLIN CITY",221,224,0,"House of Delegates",929,75,1004,49.6629213483146,47.9009687836383,1
"5281","601 - PRECINCT F-1","MONTGOMERY COUNTY",1153,447,3,"House of Delegates",3116,269,3385,72.0625,51.4441591784339,1
"5282","601 - PROSPECT","PRINCE EDWARD COUNTY",401,372,0,"House of Delegates",1848,101,1949,51.875808538163,41.8290043290043,1
"5283","601 - ROYAL OAK EAST","SMYTH COUNTY",0,500,91,"House of Delegates",1645,110,1755,0,35.9270516717325,0
"5284","601 - SALEM","SPOTSYLVANIA COUNTY",661,811,5,"House of Delegates",3744,247,3991,44.9048913043478,39.4497863247863,1
"5285","601 - SHERANDO","AUGUSTA COUNTY",199,507,17,"House of Delegates",1551,60,1611,28.1869688385269,46.615087040619,1
"5286","601 - SIXTH WARD FIRST PRECINCT","PETERSBURG CITY",695,0,5,"House of Delegates",2393,306,2699,100,29.251984956122,0
"5287","601 - SLATE RIVER","BUCKINGHAM COUNTY",308,240,15,"House of Delegates",1427,64,1491,56.2043795620438,39.4533987386125,1
"5288","601 - STRASBURG","SHENANDOAH COUNTY",0,1200,153,"House of Delegates",4256,303,4559,0,31.7904135338346,0
"5289","601 - VILLAGE","HANOVER COUNTY",526,1447,6,"House of Delegates",3565,100,3665,26.659908768373,55.5119214586255,1
"5290","601 - WARD SIX","HOPEWELL CITY",497,0,11,"House of Delegates",1774,196,1970,100,28.6358511837655,0
"5291","602 - ASH HOLLOW","FREDERICK COUNTY",424,537,1,"House of Delegates",2599,273,2872,44.1207075962539,37.0142362447095,1
"5292","602 - BELLEVIEW","FAIRFAX COUNTY",902,0,102,"House of Delegates",2315,242,2557,100,43.3693304535637,0
"5293","602 - BEVILLE","PRINCE WILLIAM COUNTY",1236,422,35,"House of Delegates",3847,274,4121,74.5476477683957,44.0083181700026,1
"5294","602 - BONBROOK","FRANKLIN COUNTY",0,704,19,"House of Delegates",1829,77,1906,0,39.5297977036632,0
"5295","602 - CHATHAM","STAFFORD COUNTY",714,853,1,"House of Delegates",3323,219,3542,45.5647734524569,47.1862774601264,1
"5296","602 - CONCORD","CAMPBELL COUNTY",311,921,84,"House of Delegates",2724,113,2837,25.2435064935065,48.3113069016153,1
"5297","602 - DUFFIELD-PATTONSVILLE","SCOTT COUNTY",106,374,2,"House of Delegates",1132,55,1187,22.0833333333333,42.5795053003534,1
"5298","602 - ELK GARDEN","RUSSELL COUNTY",0,530,9,"House of Delegates",1647,92,1739,0,32.7261687917426,0
"5299","602 - FREE UNION","ALBEMARLE COUNTY",392,386,1,"House of Delegates",1353,47,1400,50.3856041131105,57.5757575757576,1
"5300","602 - GARDEN","BUCHANAN COUNTY",77,205,0,"House of Delegates",860,31,891,27.3049645390071,32.7906976744186,1
"5301","602 - HILLCREST","HENRY COUNTY",0,201,7,"House of Delegates",715,53,768,0,29.0909090909091,0
"5302","602 - LAKE","CAROLINE COUNTY",239,262,0,"House of Delegates",1285,79,1364,47.7045908183633,38.988326848249,1
"5303","602 - LEE DAVIS","HANOVER COUNTY",392,1028,2,"House of Delegates",2882,136,3018,27.6056338028169,49.3407356002776,1
"5304","602 - LOCUST CREEK","LOUISA COUNTY",231,568,2,"House of Delegates",1697,55,1752,28.9111389236546,47.2009428403064,1
"5305","602 - MENDOTA","WASHINGTON COUNTY",0,176,6,"House of Delegates",475,14,489,0,38.3157894736842,0
"5306","602 - NEWVILLE","SUSSEX COUNTY",131,0,13,"House of Delegates",433,26,459,100,33.256351039261,0
"5307","602 - OLDE TOWNE","SUFFOLK CITY",174,0,92,"House of Delegates",827,98,925,100,32.1644498186215,0
"5308","602 - PEARL SAMPLE","CULPEPER COUNTY",421,775,0,"House of Delegates",2658,120,2778,35.2006688963211,44.9962377727615,1
"5309","602 - PHENIX","CHARLOTTE COUNTY",182,450,3,"House of Delegates",1115,41,1156,28.7974683544304,56.9506726457399,1
"5310","602 - PRECINCT F-2","MONTGOMERY COUNTY",1007,361,4,"House of Delegates",2799,342,3141,73.6111111111111,49.0175062522329,1
"5311","602 - RIDGEVIEW","AUGUSTA COUNTY",0,1279,323,"House of Delegates",3470,135,3605,0,46.1671469740634,0
"5312","602 - ROYAL OAK WEST","SMYTH COUNTY",0,329,6,"House of Delegates",784,37,821,0,42.7295918367347,0
"5313","602 - SEDLEY","SOUTHAMPTON COUNTY",38,228,0,"House of Delegates",488,25,513,14.2857142857143,54.5081967213115,1
"5314","602 - SHADY GROVE FIRE DEPARTMENT","BEDFORD COUNTY",0,632,30,"House of Delegates",1829,109,1938,0,36.1946418808092,0
"5315","602 - SIX HUNDRED TWO","RICHMOND CITY",382,0,2,"House of Delegates",1819,181,2000,100,21.1105002748763,0
"5316","602 - SMITH STATION","SPOTSYLVANIA COUNTY",911,957,3,"House of Delegates",4504,321,4825,48.7687366167024,41.5408525754885,1
"5317","602 - TANGIER","ACCOMACK COUNTY",8,166,0,"House of Delegates",366,3,369,4.59770114942529,47.5409836065574,0
"5318","602 - UNION LEVEL","MECKLENBURG COUNTY",0,181,0,"House of Delegates",503,20,523,0,35.9840954274354,0
"5319","602 - ZION","WYTHE COUNTY",0,461,100,"House of Delegates",1219,53,1272,0,46.0213289581624,0
"5320","603 - COOPERS COVE","FRANKLIN COUNTY",0,566,4,"House of Delegates",1319,59,1378,0,43.2145564821835,0
"5321","603 - EARLYSVILLE","ALBEMARLE COUNTY",785,1047,1,"House of Delegates",3012,108,3120,42.8493449781659,60.8565737051793,1
"5322","603 - ELEPHANTS FORK/WESTHAVEN","SUFFOLK CITY",0,304,13,"House of Delegates",814,32,846,0,38.9434889434889,0
"5323","603 - FAIRVIEW","SCOTT COUNTY",34,78,0,"House of Delegates",300,22,322,30.3571428571429,37.3333333333333,1
"5324","603 - GREENWOOD","FREDERICK COUNTY",632,1079,3,"House of Delegates",3856,234,4090,36.937463471654,44.4502074688797,1
"5325","603 - HAMPTON","PRINCE WILLIAM COUNTY",661,0,31,"House of Delegates",2112,249,2361,100,32.7651515151515,0
"5326","603 - HURRICANE","BUCHANAN COUNTY",72,114,0,"House of Delegates",614,22,636,38.7096774193548,30.2931596091205,1
"5327","603 - LYNDHURST","AUGUSTA COUNTY",345,819,34,"House of Delegates",2273,81,2354,29.639175257732,52.7056753189617,1
"5328","603 - MECHANICSVILLE","HANOVER COUNTY",356,489,1,"House of Delegates",2067,150,2217,42.1301775147929,40.9288824383164,1
"5329","603 - MT CARMEL","HALIFAX COUNTY",297,432,3,"House of Delegates",1509,81,1590,40.7407407407407,48.5089463220676,1
"5330","603 - PIEDMONT","SPOTSYLVANIA COUNTY",374,522,4,"House of Delegates",2363,200,2563,41.7410714285714,38.08717731697,1
"5331","603 - PRECINCT F-3","MONTGOMERY COUNTY",185,113,1,"House of Delegates",1150,275,1425,62.0805369127517,26,1
"5332","603 - RIDGEWAY #1","HENRY COUNTY",0,566,18,"House of Delegates",1890,136,2026,0,30.8994708994709,0
"5333","603 - SIX HUNDRED THREE","RICHMOND CITY",678,0,5,"House of Delegates",1819,148,1967,100,37.5481033534909,0
"5334","603 - SMITH CROSSROADS","MECKLENBURG COUNTY",0,141,0,"House of Delegates",356,7,363,0,39.6067415730337,0
"5335","603 - SOUTH RIDGE","CULPEPER COUNTY",153,200,0,"House of Delegates",901,81,982,43.342776203966,39.1786903440622,1
"5336","603 - STONY MILL","PITTSYLVANIA COUNTY",0,559,13,"House of Delegates",1560,63,1623,0,36.6666666666667,0
"5337","603 - THAXTON BAPTIST CHURCH #1","BEDFORD COUNTY",47,148,0,"House of Delegates",488,28,516,24.1025641025641,39.9590163934426,1
"5338","603 - VALLEY INSTITUTE","WASHINGTON COUNTY",0,668,25,"House of Delegates",1814,94,1908,0,38.2028665931643,0
"5339","603 - WHITE OAK","STAFFORD COUNTY",504,1123,5,"House of Delegates",3354,152,3506,30.9772587584511,48.6583184257603,1
"5340","603   EVERGREEN","WYTHE COUNTY",0,323,81,"House of Delegates",931,52,983,0,43.3941997851772,0
"5341","604 - BEDFORD WELCOME CENTER","BEDFORD COUNTY",0,861,34,"House of Delegates",2613,161,2774,0,34.2518178339074,0
"5342","604 - BROWNSVILLE","ALBEMARLE COUNTY",1581,1091,1,"House of Delegates",4614,181,4795,59.1691616766467,57.9323797139142,1
"5343","604 - BUCKNELL","FAIRFAX COUNTY",1267,0,63,"House of Delegates",3782,695,4477,100,35.1665785298784,0
"5344","604 - ENGLAND RUN","STAFFORD COUNTY",463,211,2,"House of Delegates",2106,228,2334,68.6943620178042,32.0987654320988,1
"5345","604 - GIDEON","PRINCE WILLIAM COUNTY",716,0,39,"House of Delegates",2578,250,2828,100,29.2862684251358,0
"5346","604 - HANOVER GROVE","HANOVER COUNTY",247,711,0,"House of Delegates",1736,48,1784,25.7828810020877,55.184331797235,1
"5347","604 - LAKE GASTON","MECKLENBURG COUNTY",0,137,0,"House of Delegates",547,24,571,0,25.0457038391225,0
"5348","604 - RIDGEWAY #2","HENRY COUNTY",0,483,20,"House of Delegates",1361,76,1437,0,36.9581190301249,0
"5349","604 - SIX HUNDRED FOUR","RICHMOND CITY",488,0,11,"House of Delegates",1417,133,1550,100,35.2152434721242,0
"5350","604 - SWANSONVILLE","PITTSYLVANIA COUNTY",0,379,13,"House of Delegates",1318,84,1402,0,29.742033383915,0
"5351","604 - WILROY","SUFFOLK CITY",0,606,47,"House of Delegates",1736,132,1868,0,37.6152073732719,0
"5352","605 - FORT HUNT","FAIRFAX COUNTY",933,0,109,"House of Delegates",2353,113,2466,100,44.2838929026774,0
"5353","605 - HOLLYWOOD","SUFFOLK CITY",442,0,13,"House of Delegates",1372,164,1536,100,33.1632653061224,0
"5354","605 - MINNIEVILLE","PRINCE WILLIAM COUNTY",790,25,87,"House of Delegates",2633,172,2805,96.9325153374233,34.2575009494873,0
"5355","605 - UNION","HALIFAX COUNTY",72,150,0,"House of Delegates",478,22,500,32.4324324324324,46.4435146443515,1
"5356","605 - WHITMELL","PITTSYLVANIA COUNTY",0,445,10,"House of Delegates",1243,64,1307,0,36.6049879324216,0
"5357","606 - BEL AIR","PRINCE WILLIAM COUNTY",770,0,73,"House of Delegates",2558,202,2760,100,32.95543393276,0
"5358","606 - BROSVILLE","PITTSYLVANIA COUNTY",0,361,23,"House of Delegates",1293,79,1372,0,29.6983758700696,0
"5359","606 - HOLLIN HALL","FAIRFAX COUNTY",1096,0,104,"House of Delegates",2652,118,2770,100,45.2488687782805,0
"5360","606 - SIX HUNDRED SIX","RICHMOND CITY",812,0,7,"House of Delegates",2092,205,2297,100,39.1491395793499,0
"5361","607 - DRY FORK","PITTSYLVANIA COUNTY",0,240,5,"House of Delegates",564,23,587,0,43.4397163120567,0
"5362","607 - HUNTINGTON","FAIRFAX COUNTY",1480,0,81,"House of Delegates",4147,618,4765,100,37.6416686761514,0
"5363","607 - KERRYDALE","PRINCE WILLIAM COUNTY",882,316,4,"House of Delegates",3125,272,3397,73.6227045075125,38.464,1
"5364","607 - SIX HUNDRED SEVEN","RICHMOND CITY",956,0,25,"House of Delegates",2630,376,3006,100,37.3003802281369,0
"5365","608 - ENTERPRISE","PRINCE WILLIAM COUNTY",809,267,25,"House of Delegates",2569,229,2798,75.185873605948,42.8571428571429,1
"5366","608 - KIRKSIDE","FAIRFAX COUNTY",906,0,51,"House of Delegates",2051,149,2200,100,46.6601657727938,0
"5367","609 - KING","PRINCE WILLIAM COUNTY",1056,388,25,"House of Delegates",3171,189,3360,73.1301939058172,46.3260801009145,1
"5368","609 - MARLAN","FAIRFAX COUNTY",832,0,92,"House of Delegates",2243,152,2395,100,41.1948283548819,0
"5369","609 - SIX HUNDRED NINE","RICHMOND CITY",918,0,129,"House of Delegates",2703,340,3043,100,38.7347391786903,0
"5370","610 - FITZGERALD","PRINCE WILLIAM COUNTY",976,0,76,"House of Delegates",2934,232,3166,100,35.8554873892297,0
"5371","610 - SHERWOOD","FAIRFAX COUNTY",775,0,62,"House of Delegates",2255,219,2474,100,37.1175166297118,0
"5372","610 - SIX HUNDRED TEN","RICHMOND CITY",477,0,29,"House of Delegates",1744,183,1927,100,29.0137614678899,0
"5373","611 - NEABSCO","PRINCE WILLIAM COUNTY",636,195,17,"House of Delegates",2146,184,2330,76.5342960288809,39.5153774464119,1
"5374","611 - STRATFORD","FAIRFAX COUNTY",1146,0,115,"House of Delegates",2958,163,3121,100,42.6301555104801,0
"5375","612 - WAYNEWOOD","FAIRFAX COUNTY",545,0,65,"House of Delegates",1337,70,1407,100,45.6245325355273,0
"5376","613 - WESTGATE","FAIRFAX COUNTY",925,974,6,"House of Delegates",4111,465,4576,48.7098472880463,46.3390902456823,1
"5377","614 - RIVERSIDE","FAIRFAX COUNTY",813,0,105,"House of Delegates",2074,119,2193,100,44.2622950819672,0
"5378","615 - HILLSIDE","LOUDOUN COUNTY",743,578,0,"House of Delegates",2568,144,2712,56.2452687358062,51.4408099688474,1
"5379","615 - WOODLEY","FAIRFAX COUNTY",986,0,102,"House of Delegates",2969,241,3210,100,36.6453351296733,0
"5380","616 - EAGLE RIDGE","LOUDOUN COUNTY",798,566,1,"House of Delegates",2765,115,2880,58.5043988269795,49.3670886075949,1
"5381","616 - GUNSTON","FAIRFAX COUNTY",664,558,0,"House of Delegates",2465,185,2650,54.3371522094926,49.5740365111562,1
"5382","617 - LORTON","FAIRFAX COUNTY",806,0,37,"House of Delegates",2395,265,2660,100,35.1983298538622,0
"5383","617 - OAK GROVE","LOUDOUN COUNTY",417,116,0,"House of Delegates",1179,88,1267,78.2363977485929,45.2078032230704,1
"5384","618 - NEWINGTON","FAIRFAX COUNTY",1639,774,4,"House of Delegates",5006,383,5389,67.9237463738085,48.2820615261686,1
"5385","619 - BELVOIR","FAIRFAX COUNTY",1218,0,106,"House of Delegates",3696,233,3929,100,35.8225108225108,0
"5386","619 - RIDGETOP","LOUDOUN COUNTY",386,123,1,"House of Delegates",1498,200,1698,75.8349705304519,34.045393858478,1
"5387","620 - RUSSELL BRANCH","LOUDOUN COUNTY",923,681,3,"House of Delegates",3230,180,3410,57.5436408977556,49.7523219814241,1
"5388","621 - DOMINION TRAIL","LOUDOUN COUNTY",991,604,1,"House of Delegates",3435,190,3625,62.1316614420063,46.4628820960699,1
"5389","621 - GROSVENOR","FAIRFAX COUNTY",813,0,52,"House of Delegates",2377,439,2816,100,36.3904080774085,0
"5390","622 - FARMWELL STATION","LOUDOUN COUNTY",977,539,3,"House of Delegates",3170,204,3374,64.4459102902375,47.9179810725552,1
"5391","622 - LORTON STATION","FAIRFAX COUNTY",1250,0,68,"House of Delegates",3640,350,3990,100,36.2087912087912,0
"5392","623 - ALBAN","FAIRFAX COUNTY",1097,0,68,"House of Delegates",2905,213,3118,100,40.1032702237522,0
"5393","623 - WELLER","LOUDOUN COUNTY",763,527,2,"House of Delegates",2203,53,2256,59.1472868217054,58.6472991375397,1
"5394","625 - MILL RUN","LOUDOUN COUNTY",324,284,0,"House of Delegates",1256,41,1297,53.2894736842105,48.4076433121019,1
"5395","626 - ASHBY PONDS","LOUDOUN COUNTY",386,422,0,"House of Delegates",1226,10,1236,47.7722772277228,65.905383360522,1
"5396","626 - SARATOGA","FAIRFAX COUNTY",1295,0,123,"House of Delegates",3505,269,3774,100,40.4564907275321,0
"5397","627 - ASHBROOK","LOUDOUN COUNTY",725,310,5,"House of Delegates",2226,180,2406,70.048309178744,46.7205750224618,1
"5398","627 - WOODLAWN","FAIRFAX COUNTY",1322,0,65,"House of Delegates",4136,717,4853,100,33.5348162475822,0
"5399","628 - LAUREL HILL","FAIRFAX COUNTY",1351,393,3,"House of Delegates",4135,357,4492,77.4655963302752,42.2490931076179,1
"5400","628 - MOOREFIELD STATION","LOUDOUN COUNTY",789,346,1,"House of Delegates",3033,320,3353,69.5154185022026,37.4546653478404,1
"5401","629 - DISCOVERY","LOUDOUN COUNTY",189,129,0,"House of Delegates",832,97,929,59.4339622641509,38.2211538461538,1
"5402","629 - SOUTH COUNTY","FAIRFAX COUNTY",880,600,2,"House of Delegates",3107,178,3285,59.4594594594595,47.6987447698745,1
"5403","630- ARMY","FAIRFAX COUNTY",283,0,28,"House of Delegates",688,45,733,100,45.203488372093,0
"5404","701 - ADWOLFE","SMYTH COUNTY",0,645,8,"House of Delegates",1600,76,1676,0,40.8125,0
"5405","701 - BATTLEFIELD","SPOTSYLVANIA COUNTY",522,654,4,"House of Delegates",2704,164,2868,44.3877551020408,43.6390532544379,1
"5406","701 - BELMONT","PRINCE WILLIAM COUNTY",772,418,1,"House of Delegates",2911,335,3246,64.8739495798319,40.9137753349364,1
"5407","701 - BLACKWATER RIVER","SOUTHAMPTON COUNTY",210,0,21,"House of Delegates",730,49,779,100,31.6438356164384,0
"5408","701 - BLAKE","FAIRFAX COUNTY",1617,0,129,"House of Delegates",4484,493,4977,100,38.9384478144514,0
"5409","701 - BROOKNEAL","CAMPBELL COUNTY",198,477,0,"House of Delegates",1634,80,1714,29.3333333333333,41.3096695226438,1
"5410","701 - CHASE CITY","MECKLENBURG COUNTY",0,291,0,"House of Delegates",1096,73,1169,0,26.5510948905109,0
"5411","701 - DISTRICT 2","ALLEGHANY COUNTY",0,291,25,"House of Delegates",1159,65,1224,0,27.2648835202761,0
"5412","701 - DISTRICT 7","EMPORIA CITY",153,0,1,"House of Delegates",428,56,484,100,35.981308411215,0
"5413","701 - FARRINGTON","HANOVER COUNTY",375,906,3,"House of Delegates",2308,55,2363,29.2740046838408,55.632582322357,1
"5414","701 - GOLD HILL","BUCKINGHAM COUNTY",180,226,18,"House of Delegates",954,44,998,44.3349753694581,44.4444444444444,1
"5415","701 - GOODE VOL RESCUE SQUAD","BEDFORD COUNTY",0,1057,28,"House of Delegates",2181,82,2263,0,49.7478220999541,0
"5416","701 - HIGH POINT","WASHINGTON COUNTY",0,796,14,"House of Delegates",1950,102,2052,0,41.5384615384615,0
"5417","701 - HYCO","HALIFAX COUNTY",149,485,1,"House of Delegates",1433,52,1485,23.5015772870662,44.3126308443824,1
"5418","701 - MEHERRIN FIRE DEPARTMENT","LUNENBURG COUNTY",0,165,3,"House of Delegates",498,24,522,0,33.7349397590361,0
"5419","701 - NANDUA","ACCOMACK COUNTY",523,915,1,"House of Delegates",2670,166,2836,36.3699582753825,53.8951310861423,1
"5420","701 - PRECINCT G-1","MONTGOMERY COUNTY",1324,607,2,"House of Delegates",3578,353,3931,68.5655100983946,54.024594745668,1
"5421","701 - ROCKY MOUNT EAST","FRANKLIN COUNTY",314,589,4,"House of Delegates",2158,91,2249,34.7729789590255,42.0296570898981,1
"5422","701 - SEVEN HUNDRED ONE","RICHMOND CITY",437,0,13,"House of Delegates",1976,156,2132,100,22.7732793522267,0
"5423","701 - SEVENTH WARD FIRST PRECINCT","PETERSBURG CITY",1021,0,7,"House of Delegates",2670,239,2909,100,38.501872659176,0
"5424","701 - SHELTONS MILL","LOUISA COUNTY",284,609,0,"House of Delegates",1788,69,1857,31.8029115341545,49.9440715883669,1
"5425","701 - SULLY","LOUDOUN COUNTY",729,388,2,"House of Delegates",2707,183,2890,65.2641002685765,41.3372737347617,1
"5426","701 - WARD SEVEN","HOPEWELL CITY",339,252,1,"House of Delegates",1571,133,1704,57.3604060913706,37.6830044557607,1
"5427","701 - WEST END","PRINCE EDWARD COUNTY",339,330,2,"House of Delegates",1460,101,1561,50.6726457399103,45.958904109589,1
"5428","701 - WHITEWOOD","BUCHANAN COUNTY",112,292,0,"House of Delegates",1172,94,1266,27.7227722772277,34.4709897610921,1
"5429","701 - WOODLANDS","STAFFORD COUNTY",799,896,49,"House of Delegates",3867,240,4107,47.1386430678466,45.0995603827256,1
"5430","702 - BACHELORS HALL","PITTSYLVANIA COUNTY",0,763,24,"House of Delegates",1705,66,1771,0,46.158357771261,0
"5431","702 - BACON/SAXE","CHARLOTTE COUNTY",173,279,0,"House of Delegates",1055,49,1104,38.2743362831858,42.8436018957346,1
"5432","702 - BRANDY STATION","CULPEPER COUNTY",278,755,32,"House of Delegates",2421,113,2534,26.9119070667957,43.9900867410161,1
"5433","702 - BRENTS MILL","SPOTSYLVANIA COUNTY",570,700,107,"House of Delegates",3661,435,4096,44.8818897637795,37.6126741327506,1
"5434","702 - CONTRARY","BUCHANAN COUNTY",61,228,0,"House of Delegates",858,41,899,21.1072664359862,33.6829836829837,1
