"","rank","player_name","g_eligible","g_started","minutes","fg","fg_attempts","fg_pct","two_pts","two_attempts","two_point_pct","three","three_attempts","three_pct","free_throws","free_throws_attempts","free_throw_pct","orb","drb","rebounds","assists","steals","blocks","turnovers","fouls","points","part_url","year"
"4678",16,"Andrew Leone",3,0,0.7,0,0.3,0,0,0,NA,0,0.3,0,0,0,NA,0,0,0,0,0,0,0.3,0,0,"/cbb/schools/fairfield/",2015
"9300",2,"Ja'Quan Newton",30,28,31.4,5,11.1,0.452,4.6,9.7,0.476,0.4,1.3,0.275,3.1,4.4,0.699,0.6,2.9,3.5,3.4,1.1,0,3.3,1.6,13.5,"/cbb/schools/miami-fl/",2017
"11284",13,"Alex Biggerstaff",7,0,7,0.1,1.6,0.091,0.1,0.4,0.333,0,1.1,0,0.1,0.3,0.5,0.4,0.9,1.3,0.7,0,0,0.1,0.6,0.4,"/cbb/schools/north-carolina-asheville/",2014
"16617",1,"Toddrick Gotcher",32,31,28.9,3.4,8.1,0.423,1.5,3.2,0.471,1.9,4.9,0.392,2.1,2.5,0.848,1,2.5,3.5,2.2,1,0.3,0.8,2.2,10.9,"/cbb/schools/texas-tech/",2016
"12794",2,"Jett Raines",32,32,28.5,4.2,8.5,0.489,3.8,7.3,0.519,0.4,1.2,0.308,1.9,2.5,0.785,1.4,3.7,5.1,0.5,0.7,0.7,1,2.1,10.6,"/cbb/schools/pepperdine/",2015
"16116",7,"Josiah Moore",4,1,15.8,1.5,4.8,0.316,1,2.8,0.364,0.5,2,0.25,1,1.8,0.571,0.5,2.5,3,0.3,0.3,0,1,1,4.5,"/cbb/schools/tennessee-tech/",2016
"12734",6,"Mike Auger",22,2,19.1,1.8,3.3,0.556,1.8,3.2,0.563,0,0,0,1.8,2.4,0.769,1.3,3.1,4.4,0.5,0.3,0,1.7,2.8,5.5,"/cbb/schools/pennsylvania/",2015
"8042",9,"Glenn Feidanga",17,0,14.4,1.3,3.2,0.4,1.3,3.2,0.407,0,0.1,0,1.5,2,0.765,1.9,1.8,3.6,0.1,0.2,0.2,0.3,2.6,4.1,"/cbb/schools/long-island-university/",2015
"604",8,"Michael Obacha",30,6,16.9,1,1.8,0.574,1,1.8,0.574,0,0,NA,1.3,2.3,0.543,1.8,1.8,3.7,0.4,0.3,0.4,1,2.7,3.3,"/cbb/schools/appalachian-state/",2016
"10441",1,"Shavon Shields",30,30,30.7,6,12.8,0.47,5.1,10.3,0.497,0.9,2.6,0.364,3.8,4.9,0.769,1.3,3.8,5.1,2.7,1.3,0.3,2.4,1.8,16.8,"/cbb/schools/nebraska/",2016
"18913",10,"Matt Sellers",12,1,6.9,0.3,1.2,0.286,0.3,1.2,0.286,0,0,NA,0.5,0.7,0.75,0.5,0.4,0.9,0.1,0.1,0.2,0.7,1.1,1.2,"/cbb/schools/wyoming/",2014
"15424",5,"Shake Milton",30,23,32.7,3.8,7.9,0.477,2,3.8,0.53,1.7,4.1,0.426,1.2,1.7,0.725,0.3,2.7,3,2.7,0.8,0.3,1.5,1.4,10.5,"/cbb/schools/southern-methodist/",2016
"10668",9,"Keon Burns",27,0,13.8,0.6,2,0.291,0.3,0.6,0.412,0.3,1.4,0.237,0.1,0.2,0.8,0.3,1.3,1.6,0.7,0.2,0,0.6,0.7,1.7,"/cbb/schools/new-hampshire/",2017
"14852",8,"Najee Pritchett",32,0,8.1,0.7,2.1,0.324,0.3,0.5,0.588,0.4,1.6,0.235,0.3,0.8,0.385,0.4,0.6,1,0.3,0.1,0.1,0.1,0.6,2.1,"/cbb/schools/south-carolina-state/",2016
"16501",10,"Giovanni Mack",24,1,9.3,0.5,1.4,0.382,0.3,0.7,0.353,0.3,0.7,0.412,0.4,0.6,0.643,0.1,0.8,0.9,0.6,0.3,0,0.3,0.7,1.8,"/cbb/schools/texas-southern/",2015
"19057",15,"Thomas Ryan",8,0,2.8,0.1,0.9,0.143,0,0.3,0,0.1,0.6,0.2,0.3,0.4,0.667,0.1,0.3,0.4,0,0.1,0,0,0.1,0.6,"/cbb/schools/yale/",2016
"547",6,"Jalen Rhea",22,1,16.6,1.3,3.9,0.337,0.3,1,0.333,1,3,0.338,0.6,1,0.667,0.6,0.6,1.2,0.4,0.5,0,0.4,1.6,4.3,"/cbb/schools/american/",2016
"3179",9,"Thomas Akyazili",33,1,16,1.2,3.8,0.325,0.7,2,0.358,0.5,1.8,0.288,0.7,1.1,0.667,0.1,1.5,1.6,1.6,0.5,0.2,0.9,2.3,3.7,"/cbb/schools/colorado/",2016
"6350",2,"Danuel House",24,18,28.5,4.6,10.7,0.428,3.1,6.3,0.493,1.5,4.4,0.333,3,4.3,0.699,1.7,3.7,5.3,1.9,0.8,0.8,2.2,2.1,13.6,"/cbb/schools/houston/",2014
"8332",10,"Lance Richard",6,0,2.5,0.5,1,0.5,0,0,NA,0.5,1,0.5,0,0,NA,0,0.5,0.5,0,0,0,0.5,0,1.5,"/cbb/schools/louisiana-monroe/",2017
"806",11,"Josh Pierre",8,0,2.6,0.4,1.3,0.3,0.1,0.1,1,0.3,1.1,0.222,0.5,0.8,0.667,0.1,0.3,0.4,0,0.3,0,0.1,0,1.5,"/cbb/schools/arkansas-state/",2014
"1204",6,"Rico Gathers",38,1,17.8,2.1,4.4,0.473,2.1,4.4,0.473,0,0,NA,2.2,3.8,0.582,2.7,3.7,6.4,0.2,0.7,0.5,0.8,2.5,6.4,"/cbb/schools/baylor/",2014
"3289",1,"Luke Petrasek",27,27,29.3,5.5,11.3,0.485,3.9,7,0.556,1.6,4.3,0.371,2.6,3.2,0.802,1,4.6,5.7,1.9,1.2,0.7,2,2.1,15.1,"/cbb/schools/columbia/",2017
"6018",13,"Matt Fraschilla",7,0,2.4,0.3,0.4,0.667,0,0,NA,0.3,0.4,0.667,0,0,NA,0,0,0,0.1,0.3,0,0.1,0.1,0.9,"/cbb/schools/harvard/",2014
"18777",1,"Bronson Koenig",36,35,31.4,5,12,0.419,2.2,4.7,0.459,2.9,7.3,0.393,1.6,1.8,0.905,0.2,2,2.1,2,0.6,0.3,1.4,1.7,14.5,"/cbb/schools/wisconsin/",2017
"14404",8,"Tyler Winston",1,0,21,1,3,0.333,0,1,0,1,2,0.5,1,2,0.5,0,1,1,1,0,0,0,0,4,"/cbb/schools/san-jose-state/",2015
"8108",11,"Bryan Gee",33,5,15.1,0.2,1.3,0.182,0.2,0.8,0.231,0.1,0.5,0.111,0.4,0.7,0.522,0.2,1.8,1.9,1.8,0.4,0,1,1.4,0.9,"/cbb/schools/longwood/",2016
"15917",8,"Jakub Petras",32,0,14.9,1.4,2.8,0.5,1.4,2.8,0.5,0,0,NA,0.8,1.3,0.558,1.6,1.7,3.3,0.5,0.3,0.4,0.5,1.8,3.6,"/cbb/schools/stony-brook/",2017
"11693",11,"Zachary Reynolds",6,0,5.3,0.2,1,0.167,0,0.8,0,0.2,0.2,1,0,0.2,0,0.5,0.5,1,0,0,0,0.2,0.3,0.5,"/cbb/schools/northern-arizona/",2014
"6217",3,"Eli Pemberton",31,30,32.3,3.8,8.6,0.442,1.9,4,0.484,1.9,4.6,0.406,3.3,4.2,0.792,1.2,2.1,3.3,2,0.8,0.1,1.3,2.8,12.8,"/cbb/schools/hofstra/",2017
"16127",5,"Curtis Phillips",22,8,22.9,3,7.1,0.417,2.1,4.5,0.48,0.8,2.6,0.31,2.2,2.9,0.762,0.8,3,3.8,1.3,1,0.3,1.7,2.6,8.9,"/cbb/schools/tennessee-tech/",2017
"10606",12,"Daquan Cook",2,0,2,0.5,1,0.5,0,0.5,0,0.5,0.5,1,0,0,NA,0,0.5,0.5,0,0,0,0,0,1.5,"/cbb/schools/nevada-las-vegas/",2016
"16850",12,"Austin Karrer",32,13,17.1,0.6,1.5,0.367,0.5,0.8,0.577,0.1,0.7,0.13,0.4,1,0.419,0.6,1.1,1.8,0.8,0.7,0.2,0.8,2.2,1.6,"/cbb/schools/texas-san-antonio/",2016
"2374",10,"Albert Christensson",31,8,9.1,0.5,1.3,0.375,0.5,1.3,0.375,0,0,NA,0.3,0.5,0.6,0.6,0.9,1.5,0.3,0.1,0,0.7,1.5,1.3,"/cbb/schools/central-arkansas/",2017
"3389",13,"Blake Simpson",25,0,9,0.3,1.2,0.241,0.3,1.2,0.241,0,0,NA,0.4,0.8,0.524,1,0.8,1.7,0.2,0,0.3,0.6,1.7,1,"/cbb/schools/coppin-state/",2015
"14631",7,"Michael Nzei",34,3,13.5,1.5,2.3,0.633,1.5,2.3,0.633,0,0,NA,0.5,1.1,0.486,1.5,1.5,3,0.2,0.2,0.6,0.7,1.7,3.5,"/cbb/schools/seton-hall/",2016
"13871",9,"Ifeanyi Umezurike",11,0,7.7,1.1,2.2,0.5,1.1,2.2,0.5,0,0,NA,0.7,1.5,0.471,1.2,1.5,2.6,0,0,0.2,0.7,2.5,2.9,"/cbb/schools/saint-francis-pa/",2016
"3425",9,"David Onuorah",28,22,18.3,1.3,2.4,0.544,1.3,2.4,0.544,0,0,NA,0.5,1.1,0.452,2.1,1.7,3.8,0.3,0.5,1,0.9,3.1,3.1,"/cbb/schools/cornell/",2014
"1146",11,"Tre' Ivory",29,1,9.3,0.4,1,0.433,0.4,0.9,0.423,0.1,0.1,0.5,0.3,0.7,0.474,0.2,0.5,0.7,1,0.2,0,0.3,1,1.3,"/cbb/schools/austin-peay/",2017
"9245",13,"James Bento",27,0,6.1,0.3,0.9,0.375,0.3,0.9,0.375,0,0,NA,0.1,0.3,0.286,0.7,0.9,1.6,0.2,0.1,0.1,0.2,0.4,0.7,"/cbb/schools/mercer/",2016
"8974",9,"Shane Randall",27,18,10.9,0.8,1.6,0.5,0.7,1.3,0.559,0.1,0.3,0.25,0.7,0.9,0.87,0.5,1,1.5,0.3,0.2,0.1,0.9,2.6,2.4,"/cbb/schools/maryland-eastern-shore/",2016
"15692",1,"Shamorie Ponds",33,33,33.6,5.8,13.2,0.439,3.5,7.1,0.494,2.3,6.1,0.375,3.5,4.3,0.823,1.2,3.3,4.4,3.1,2.1,0.2,1.9,1.8,17.4,"/cbb/schools/st-johns-ny/",2017
"16649",6,"Anthony Walker",28,7,14.9,1.5,2.1,0.717,1.5,2.1,0.717,0,0,NA,0.4,0.8,0.522,1.2,2.2,3.4,0.2,0.2,0.8,0.6,2.5,3.5,"/cbb/schools/texas-arlington/",2014
"4567",13,"Sam Hershberger",5,0,3,0.4,0.6,0.667,0.2,0.2,1,0.2,0.4,0.5,0.6,0.6,1,0.2,0.6,0.8,0.6,0.2,0,0,0.8,1.6,"/cbb/schools/elon/",2015
"8690",7,"K.J. Lee",30,12,26.1,1.5,3.8,0.398,1,2.5,0.413,0.5,1.3,0.368,0.8,1.3,0.641,0.4,2.2,2.6,1.7,0.7,0.1,1.5,1.1,4.3,"/cbb/schools/marist/",2015
"14498",7,"Khiry White",21,19,21.9,1.9,4,0.471,1.7,3.2,0.522,0.2,0.9,0.278,1.1,2,0.561,0.5,1.5,2,1.7,0.7,0,2,2.4,5.1,"/cbb/schools/savannah-state/",2014
"18204",9,"Brett Boese",20,1,4.2,0.6,1.4,0.393,0.1,0.3,0.4,0.5,1.2,0.391,0,0,NA,0.2,0.2,0.4,0.1,0.1,0,0.2,0.5,1.6,"/cbb/schools/washington-state/",2014
"11550",2,"Beau Beech",35,35,30.4,4.3,10,0.425,1.7,3.4,0.508,2.5,6.7,0.382,1.9,2.4,0.783,1,4.7,5.7,1.4,1.2,0.3,1.8,2.6,12.9,"/cbb/schools/north-florida/",2015
"2399",10,"Mustafa Jones",29,0,8.3,0.6,1.8,0.346,0.6,1.8,0.346,0,0,NA,0.3,0.6,0.588,0.6,0.8,1.4,0.1,0.1,0.4,0.4,0.6,1.6,"/cbb/schools/central-connecticut-state/",2015
"15658",7,"Jamal Branch",31,7,14.5,1.6,3.5,0.467,1.4,2.9,0.494,0.2,0.6,0.333,1.1,1.5,0.761,0.2,1.1,1.3,1.7,0.7,0.2,1.2,1.4,4.5,"/cbb/schools/st-johns-ny/",2014
"10922",11,"Robert Bissant",4,0,0.8,0.3,0.8,0.333,0.3,0.5,0.5,0,0.3,0,0.3,0.5,0.5,0,0.3,0.3,0,0,0,0,0,0.8,"/cbb/schools/nicholls-state/",2016
"18506",7,"Jabari McGhee",21,0,13,1.7,3.5,0.473,1.7,3.5,0.473,0,0,NA,1.4,2,0.698,1.5,2.5,4,0.2,0.6,0.3,1,2.1,4.8,"/cbb/schools/western-kentucky/",2017
"13226",1,"Rodney Bullock",33,33,32.8,5.4,12.3,0.436,4,7.9,0.502,1.4,4.4,0.317,3.6,4.8,0.748,1.4,5,6.4,1.4,1.2,0.8,2.5,2.3,15.7,"/cbb/schools/providence/",2017
"10139",8,"Luka Pajkovic",33,0,15.8,1.6,4.8,0.342,0.8,1.8,0.483,0.8,3,0.26,1.6,2.6,0.635,0.2,1.5,1.7,0.9,0.8,0,1.9,1.4,5.7,"/cbb/schools/morehead-state/",2014
"7142",10,"Giovanni Fraser",15,0,5.5,0.4,0.9,0.429,0.4,0.9,0.429,0,0,NA,0.4,0.9,0.429,0.3,0.7,1,0,0,0.3,0.4,1.3,1.2,"/cbb/schools/iupui/",2017
"291",1,"Jamel Waters",32,31,34.8,4.6,11.8,0.387,3.7,8.7,0.422,0.9,3.1,0.29,4.1,5.3,0.765,0.8,2.5,3.3,6.1,1.8,0,2.4,2.2,14.1,"/cbb/schools/alabama-state/",2014
"12269",6,"Tyler Neal",32,0,15.4,2.1,4.6,0.449,1,2.1,0.493,1,2.5,0.413,1.2,1.7,0.704,1,2.3,3.3,0.6,0.3,0.3,0.9,1.5,6.3,"/cbb/schools/oklahoma/",2014
"13544",2,"Terry Allen",32,32,33.3,6,12.3,0.492,5.3,9.8,0.538,0.8,2.4,0.308,4.4,6.1,0.728,2.1,5.6,7.7,2.2,1.6,0.6,1.8,2.6,17.3,"/cbb/schools/richmond/",2016
"15787",6,"Demetrious Floyd",34,0,14.6,2.5,5.6,0.45,1,2,0.515,1.5,3.6,0.415,0.3,0.5,0.5,0.1,0.9,1,1.4,0.2,0,0.9,0.9,6.8,"/cbb/schools/stephen-f-austin/",2015
"1144",9,"Domas Budrys",5,0,5.6,0.4,1.4,0.286,0,0.2,0,0.4,1.2,0.333,0.4,0.4,1,0,0.2,0.2,0,0.4,0,0.4,0.6,1.6,"/cbb/schools/austin-peay/",2017
"4629",3,"Jaylon Brown",34,34,30.1,3.8,7.5,0.508,3.3,5.9,0.559,0.5,1.5,0.308,2.7,3.7,0.724,0.4,2.1,2.5,2.9,1.1,0.1,1.9,2.4,10.8,"/cbb/schools/evansville/",2016
"14554",4,"Clarence Trent",30,30,21.7,2.7,6.4,0.417,1.9,3.8,0.496,0.8,2.6,0.299,1.4,2.2,0.636,1.3,3.2,4.5,1,1.3,0.7,1.5,2.7,7.5,"/cbb/schools/seattle/",2014
"7188",11,"Jalen Manumaleuga",5,0,4.4,0,0.6,0,0,0.4,0,0,0.2,0,0.2,0.8,0.25,0.2,0.8,1,0.2,0,0.2,0.2,0.4,0.2,"/cbb/schools/jackson-state/",2016
"12574",13,"AJ Hedgecock",4,1,2.3,0,0.3,0,0,0.3,0,0,0,NA,0,0,NA,0,0.3,0.3,0.3,0,0,0.5,0.3,0,"/cbb/schools/oregon-state/",2015
"9670",10,"Anthony Perez",27,0,10.7,0.8,2.7,0.288,0.3,1.1,0.276,0.5,1.6,0.295,0.6,1,0.593,0.9,1.1,2,0.2,0.3,0.1,0.5,0.9,2.6,"/cbb/schools/mississippi/",2015
"18669",6,"David Cohn",31,29,29.1,2.1,5.1,0.414,1.4,3,0.447,0.7,2,0.365,1.2,1.7,0.731,0.2,2.5,2.6,4.5,0.9,0,1.6,1.3,6.2,"/cbb/schools/william-mary/",2017
"8746",12,"Matthew Mache",3,0,1,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,0,0,0,0,0,0,0,"/cbb/schools/marquette/",2015
"4643",5,"Christian Benzon",33,14,25.8,2,4.5,0.456,1.8,4.1,0.452,0.2,0.4,0.5,1.8,3.5,0.504,1,3.5,4.5,1.4,0.7,0.2,1.2,1.9,6,"/cbb/schools/evansville/",2017
"12983",11,"Daniel Davydov",3,0,3,0.7,1,0.667,0.7,1,0.667,0,0,NA,0.7,0.7,1,0.3,0.7,1,0,0,0,0,0.7,2,"/cbb/schools/portland-state/",2016
"17843",10,"Jack Salt",22,9,6.3,0.8,1.5,0.515,0.8,1.5,0.515,0,0,NA,0.1,0.3,0.333,0.6,0.5,1.1,0,0,0.2,0.5,1.1,1.6,"/cbb/schools/virginia/",2016
"5725",14,"Rem Bakamus",17,1,1.7,0,0.2,0,0,0,NA,0,0.2,0,0.1,0.1,1,0.1,0.2,0.2,0.1,0,0,0.1,0.3,0.1,"/cbb/schools/gonzaga/",2017
"3343",10,"Phillip Nolan",32,13,10.6,0.7,1.3,0.537,0.7,1.3,0.537,0,0,NA,0.3,0.3,0.818,0.6,1,1.5,0.2,0.1,0.2,0.4,2.2,1.7,"/cbb/schools/connecticut/",2016
"9578",1,"Brock Stull",35,35,33.3,4.9,11.1,0.444,3.3,7,0.473,1.6,4.1,0.393,2,2.5,0.807,1.1,5.6,6.6,2.9,0.8,0,2.2,1.9,13.5,"/cbb/schools/milwaukee/",2017
"11471",13,"Evan Wessenberg",1,0,0,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,0,0,0,0,0,0,0,"/cbb/schools/north-dakota-state/",2016
"15856",9,"Cameron Harvey",34,33,20.1,1.9,5.6,0.342,0.7,2.3,0.312,1.2,3.3,0.363,0.8,1.1,0.778,0.2,1.1,1.3,0.4,0.2,0.1,0.7,1.2,5.9,"/cbb/schools/stetson/",2016
"17909",7,"Doug Brooks",35,20,20.3,1.7,5.2,0.337,0.7,1.8,0.413,1,3.4,0.297,1.1,1.7,0.672,0.5,2.4,2.9,1.9,1.6,0.1,1,3.1,5.6,"/cbb/schools/virginia-commonwealth/",2017
"15861",2,"Divine Myles",31,31,33.7,6.1,12,0.508,5.1,9.5,0.541,1,2.5,0.385,3.4,4.7,0.714,0.8,3.9,4.7,3.9,0.9,0.1,2.1,2,16.5,"/cbb/schools/stetson/",2017
"8059",13,"Raiquan Clark",1,0,2,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,0,1,0,0,0,0,0,"/cbb/schools/long-island-university/",2016
"2338",14,"Jeff Drew",8,1,13.1,0.9,2.6,0.333,0.8,2.5,0.3,0.1,0.1,1,0,0,NA,0.9,1.9,2.8,0.3,0.5,0.5,1.4,3.1,1.9,"/cbb/schools/central-arkansas/",2014
"9691",5,"Breein Tyree",34,22,19.1,2.5,6.7,0.373,1.7,4.1,0.411,0.8,2.6,0.31,1.5,2.2,0.703,0.3,1.6,1.9,1.9,0.6,0,2.1,1.6,7.3,"/cbb/schools/mississippi/",2017
"14769",13,"Justin McKie",16,0,5,0.2,1.1,0.176,0.1,0.6,0.222,0.1,0.5,0.125,0.1,0.3,0.5,0.3,0.8,1,0.3,0.2,0,0.3,0.5,0.6,"/cbb/schools/south-carolina/",2014
"12094",2,"Zach Auguste",36,36,29.6,5.4,9.7,0.562,5.4,9.7,0.562,0,0,NA,3.4,5.4,0.632,3.4,7.3,10.7,1.1,0.6,1.1,2.4,2.4,14.3,"/cbb/schools/notre-dame/",2016
"12192",4,"Treg Setty",35,35,28.1,4.4,9.1,0.486,3.5,6.7,0.528,0.9,2.5,0.372,2.2,3.1,0.722,1.5,3.6,5.1,0.9,0.8,0.3,1.6,2.8,12,"/cbb/schools/ohio/",2016
"4997",12,"Larry Dennis",9,5,8.2,0.4,1.3,0.333,0.4,1,0.444,0,0.3,0,0.1,0.4,0.25,0.2,1.3,1.6,0.2,0.2,0,0.6,1.3,1,"/cbb/schools/florida-international/",2015
"1482",1,"Eli Carter",31,30,33.4,5.6,15.1,0.371,3.5,7.7,0.458,2.1,7.4,0.279,2.7,3.4,0.783,0.4,3.5,3.9,4,1.2,0.2,3.4,1.9,16,"/cbb/schools/boston-college/",2016
"18090",2,"Devin Thomas",32,32,27.2,4.3,8.7,0.495,4.3,8.7,0.495,0,0,NA,3.4,5.8,0.592,2.6,6.3,8.8,1.6,0.7,0.8,3,2.8,12,"/cbb/schools/wake-forest/",2015
"14638",1,"Khadeen Carrington",33,32,33.3,5.7,13.5,0.424,3.8,8.5,0.448,1.9,5,0.382,3.7,5.1,0.731,0.6,2.5,3.1,2.9,1.2,0.3,2.3,1.9,17.1,"/cbb/schools/seton-hall/",2017
"10807",2,"Erik Thomas",29,15,22.8,4.3,7.7,0.556,4.3,7.6,0.561,0,0.1,0,3.2,4.6,0.699,2.7,4.2,6.9,1.5,0.9,0.4,1.6,2,11.8,"/cbb/schools/new-orleans/",2016
"12110",5,"Temple Gibbs",36,1,15,1.4,3.8,0.375,0.9,2.3,0.41,0.5,1.5,0.321,1.4,1.6,0.831,0.3,1.1,1.5,1.7,0.7,0.1,0.8,1.4,4.7,"/cbb/schools/notre-dame/",2017
"11134",9,"C.J. Wiggins",23,11,14.5,1.5,4,0.385,1.4,3.7,0.376,0.1,0.3,0.5,1,1.6,0.611,0.2,0.9,1.1,2.2,0.1,0,1,0.7,4.1,"/cbb/schools/north-carolina-central/",2016
"12758",16,"Brett Paul",1,0,1,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,0,0,0,0,1,1,0,"/cbb/schools/pennsylvania/",2016
"2617",1,"Braxton Ogbueze",33,32,34.3,4.8,11.6,0.418,1.5,3.9,0.398,3.3,7.7,0.427,1.5,2,0.758,0.5,1.8,2.3,2.6,0.5,0.1,1.2,1.5,14.5,"/cbb/schools/charlotte/",2016
"16007",1,"Quenton DeCosey",33,33,34.6,5,12.3,0.403,3.5,8.2,0.426,1.5,4.2,0.358,4.5,5.8,0.78,1.3,4.8,6,2.6,1.2,0.4,2.2,2,15.9,"/cbb/schools/temple/",2016
"13083",8,"Davon Bell",29,14,20.6,1,3,0.33,0.9,2.4,0.38,0.1,0.6,0.118,0.9,1.4,0.625,0.4,1.7,2.1,2.9,0.8,0,1.9,1.8,2.9,"/cbb/schools/presbyterian/",2015
"3629",14,"Manu Giamoukis",11,0,1.5,0.1,0.4,0.25,0,0.1,0,0.1,0.3,0.333,0,0,NA,0.1,0,0.1,0.1,0,0,0,0.2,0.3,"/cbb/schools/davidson/",2015
"7260",6,"Cody Helgeland",30,22,24.5,2.5,6.1,0.408,0.8,2,0.424,1.7,4.2,0.4,1.3,1.5,0.909,0.7,2.4,3.1,1.3,0.7,0.2,1.2,2.2,8,"/cbb/schools/jacksonville/",2017
"18672",9,"Justin Pierce",29,0,10.7,1.4,3.2,0.457,1.2,2,0.614,0.2,1.2,0.2,0.6,0.9,0.63,0.7,1.4,2,0.5,0.5,0.4,0.8,0.8,3.7,"/cbb/schools/william-mary/",2017
"12797",5,"Lamond Murray",28,0,18.5,2.9,6.1,0.465,2.8,5.9,0.473,0.1,0.3,0.286,1.1,1.3,0.811,0.9,2.2,3.1,0.9,0.5,0.3,1.2,1.7,6.9,"/cbb/schools/pepperdine/",2015
"5044",9,"Robbie Berwick",33,3,10.9,0.8,2.7,0.292,0.2,0.8,0.269,0.6,1.9,0.302,0.3,0.5,0.529,0.3,0.8,1,0.7,0.4,0,0.5,1.3,2.4,"/cbb/schools/florida-state/",2015
"2870",7,"Jaron Blossomgame",33,30,23.5,1.9,4.8,0.395,1.6,3.2,0.486,0.3,1.5,0.2,0.8,1.4,0.596,1.6,3.4,5,0.4,0.3,0.4,0.8,1.5,4.9,"/cbb/schools/clemson/",2014
"12709",12,"Grant Hazle",4,0,0.5,0.3,0.5,0.5,0.3,0.5,0.5,0,0,NA,0,0,NA,0,0,0,0,0,0,0,0,0.5,"/cbb/schools/penn-state/",2017
"9768",16,"Cortlan Henry",24,1,7.7,0.4,1.1,0.37,0.3,0.8,0.333,0.2,0.4,0.444,0.2,0.2,1,0.3,0.3,0.6,0.3,0.4,0,0.3,1.3,1.2,"/cbb/schools/mississippi-valley-state/",2014
"11901",11,"Justin Dahl",13,0,5.1,0.7,1.5,0.474,0.7,1.5,0.474,0,0,NA,0.2,0.6,0.375,0.5,0.6,1.1,0.1,0.1,0.2,0.5,0.3,1.6,"/cbb/schools/northern-iowa/",2017
"2767",8,"Kevin Johnson",33,0,10.2,1.2,3.1,0.398,0.8,1.7,0.473,0.5,1.5,0.313,0.8,0.9,0.867,0.4,0.6,1,0.6,0.4,0.1,0.5,1.3,3.7,"/cbb/schools/cincinnati/",2014
"5374",1,"Tyler Cavanaugh",35,35,32.2,5.7,12.7,0.448,3.8,8.1,0.472,1.9,4.7,0.409,4.9,5.8,0.848,2.5,5.9,8.4,2,0.5,0.4,2.7,2.8,18.3,"/cbb/schools/george-washington/",2017
"16245",1,"Jamal Jones",34,25,27.8,4.3,11.9,0.365,1.9,5.3,0.363,2.4,6.6,0.366,2.3,3.1,0.75,1,3.1,4.1,1.3,0.7,0.4,1.6,1.8,13.4,"/cbb/schools/texas-am/",2014
"18488",2,"Aaron Cosby",34,34,31.6,4,11.5,0.351,1.6,5,0.331,2.4,6.5,0.367,3.3,3.9,0.855,0.5,3.2,3.6,2,0.4,0.1,2,1.4,13.7,"/cbb/schools/western-kentucky/",2016
"9353",1,"Michael Weathers",32,28,28.3,5.5,12.8,0.431,4.9,10.2,0.486,0.6,2.7,0.221,5,6.4,0.777,0.7,3.5,4.2,4.8,1.9,1.4,4.6,3.4,16.7,"/cbb/schools/miami-oh/",2017
"13550",8,"Deion Taylor",30,26,21.7,1.5,2.7,0.561,1.2,1.7,0.712,0.3,1,0.3,0.4,0.9,0.481,0.6,2.8,3.4,1.6,0.6,0.7,0.9,2.5,3.8,"/cbb/schools/richmond/",2016
"11268",12,"Stilman White",27,1,3.6,0.4,0.7,0.5,0.3,0.6,0.5,0.1,0.1,0.5,0.6,0.7,0.889,0.2,0.2,0.4,0.2,0.1,0,0.1,0.3,1.4,"/cbb/schools/north-carolina/",2017
"7377",4,"Wayne Selden",35,35,29.2,3.5,7.9,0.437,2.3,4.3,0.53,1.2,3.7,0.328,1.6,2.5,0.629,0.9,1.7,2.6,2.5,0.7,0.3,1.9,2,9.7,"/cbb/schools/kansas/",2014
"14127",9,"Marcus Burwell",28,7,10.1,0.7,1.9,0.37,0.5,1.2,0.412,0.2,0.7,0.3,0.3,0.6,0.5,0.6,1.1,1.8,0.4,0.1,0.4,0.4,0.9,2,"/cbb/schools/sam-houston-state/",2015
"18921",5,"Charles Hankerson",34,33,28.6,2.4,6.3,0.386,1.2,2.7,0.441,1.2,3.6,0.344,0.8,1.7,0.456,0.4,2.8,3.2,2.6,0.9,0,1.4,2,6.9,"/cbb/schools/wyoming/",2015
"2324",14,"Tyrell Taylor",1,0,0,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,0,0,0,0,0,0,0,"/cbb/schools/canisius/",2017
"6276",4,"Pat Benzan",32,9,29,2.9,5.7,0.514,2.7,4.9,0.541,0.3,0.8,0.333,1.5,2.3,0.667,0.7,1.8,2.5,2.4,1.4,0,1.3,1.6,7.6,"/cbb/schools/holy-cross/",2017
"11275",4,"D.J. Cunningham",27,27,25.7,4.6,8.2,0.563,4.6,8.2,0.563,0,0,NA,2.4,3.4,0.703,3.2,6.7,9.9,1.1,0.9,3.6,2.1,3,11.6,"/cbb/schools/north-carolina-asheville/",2014
"12414",6,"Denzell Taylor",38,36,26.4,1.8,3.1,0.593,1.8,3.1,0.598,0,0,0,0.5,1.1,0.465,4,3.2,7.2,1.1,0.9,0.6,1.3,3.1,4.2,"/cbb/schools/old-dominion/",2016
